"","NA.","experience","Primary.specialty","grads"
"1068","1068",15,"ENDOCRINOLOGY",176
"1069","1069",15,"FAMILY PRACTICE",2316
"1070","1070",15,"GASTROENTEROLOGY",331
"1071","1071",15,"GENERAL PRACTICE",87
"1072","1072",15,"GENERAL SURGERY",496
"1073","1073",15,"GERIATRIC MEDICINE",41
"1074","1074",15,"GERIATRIC PSYCHIATRY",6
"1075","1075",15,"GYNECOLOGICAL ONCOLOGY",38
"1076","1076",15,"HAND SURGERY",45
"1077","1077",15,"HEMATOLOGY",23
"1078","1078",15,"HEMATOLOGY/ONCOLOGY",255
"1079","1079",15,"HOSPICE/PALLIATIVE CARE",34
"1080","1080",15,"INFECTIOUS DISEASE",168
"1081","1081",15,"INTERNAL MEDICINE",2546
"1082","1082",15,"INTERVENTIONAL CARDIOLOGY",68
"1083","1083",15,"INTERVENTIONAL PAIN MANAGEMENT",55
"1084","1084",15,"INTERVENTIONAL RADIOLOGY",46
"1085","1085",15,"MAXILLOFACIAL SURGERY",28
"1086","1086",15,"MEDICAL ONCOLOGY",103
"1087","1087",15,"NEPHROLOGY",293
"1088","1088",15,"NEUROLOGY",345
"1089","1089",15,"NEUROPSYCHIATRY",2
"1090","1090",15,"NEUROSURGERY",133
"1091","1091",15,"NUCLEAR MEDICINE",21
"1092","1092",15,"NURSE PRACTITIONER",2231
"1093","1093",15,"OBSTETRICS/GYNECOLOGY",724
"1094","1094",15,"OCCUPATIONAL THERAPY",189
"1095","1095",15,"OPHTHALMOLOGY",370
"1096","1096",15,"OPTOMETRY",676
"1097","1097",15,"ORAL SURGERY (DENTIST ONLY)",30
"1098","1098",15,"ORTHOPEDIC SURGERY",481
"1099","1099",15,"OSTEOPATHIC MANIPULATIVE MEDICINE",13
"1100","1100",15,"OTOLARYNGOLOGY",203
"1101","1101",15,"PAIN MANAGEMENT",59
"1102","1102",15,"PATHOLOGY",186
"1103","1103",15,"PEDIATRIC MEDICINE",227
"1104","1104",15,"PERIPHERAL VASCULAR DISEASE",2
"1105","1105",15,"PHYSICAL MEDICINE AND REHABILITATION",143
"1106","1106",15,"PHYSICAL THERAPY",1297
"1107","1107",15,"PHYSICIAN ASSISTANT",62
"1108","1108",15,"PLASTIC AND RECONSTRUCTIVE SURGERY",134
"1109","1109",15,"PODIATRY",374
"1110","1110",15,"PREVENTATIVE MEDICINE",8
"1111","1111",15,"PSYCHIATRY",413
"1112","1112",15,"PULMONARY DISEASE",309
"1113","1113",15,"RADIATION ONCOLOGY",89
"1114","1114",15,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",57
"1115","1115",15,"RHEUMATOLOGY",130
"1116","1116",15,"SLEEP LABORATORY/MEDICINE",10
"1117","1117",15,"SPEECH LANGUAGE PATHOLOGIST",41
"1118","1118",15,"SPORTS MEDICINE",30
"1119","1119",15,"SURGICAL ONCOLOGY",38
"1120","1120",15,"THORACIC SURGERY",43
"1121","1121",15,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",9
"1122","1122",15,"UROLOGY",216
"1123","1123",15,"VASCULAR SURGERY",66
"1124","1124",16,"ADDICTION MEDICINE",1
"1125","1125",16,"ALLERGY/IMMUNOLOGY",92
"1126","1126",16,"ANESTHESIOLOGY",696
"1127","1127",16,"ANESTHESIOLOGY ASSISTANT",30
"1128","1128",16,"AUDIOLOGIST",94
"1129","1129",16,"CARDIAC ELECTROPHYSIOLOGY",73
"1130","1130",16,"CARDIAC SURGERY",35
"1131","1131",16,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",486
"1132","1132",16,"CERTIFIED NURSE MIDWIFE",89
"1133","1133",16,"CERTIFIED REGISTERED NURSE ANESTHETIST",633
"1134","1134",16,"CHIROPRACTIC",1239
"1135","1135",16,"CLINICAL NURSE SPECIALIST",47
"1136","1136",16,"CLINICAL PSYCHOLOGIST",556
"1137","1137",16,"CLINICAL SOCIAL WORKER",801
"1138","1138",16,"COLORECTAL SURGERY (PROCTOLOGY)",35
"1139","1139",16,"CRITICAL CARE (INTENSIVISTS)",116
"1140","1140",16,"DERMATOLOGY",269
"1141","1141",16,"DIAGNOSTIC RADIOLOGY",774
"1142","1142",16,"EMERGENCY MEDICINE",469
"1143","1143",16,"ENDOCRINOLOGY",164
"1144","1144",16,"FAMILY PRACTICE",2349
"1145","1145",16,"GASTROENTEROLOGY",335
"1146","1146",16,"GENERAL PRACTICE",95
"1147","1147",16,"GENERAL SURGERY",486
"1148","1148",16,"GERIATRIC MEDICINE",54
"1149","1149",16,"GERIATRIC PSYCHIATRY",3
"1150","1150",16,"GYNECOLOGICAL ONCOLOGY",24
"1151","1151",16,"HAND SURGERY",34
"1152","1152",16,"HEMATOLOGY",25
"1153","1153",16,"HEMATOLOGY/ONCOLOGY",250
"1154","1154",16,"HOSPICE/PALLIATIVE CARE",32
"1155","1155",16,"INFECTIOUS DISEASE",177
"1156","1156",16,"INTERNAL MEDICINE",2628
"1157","1157",16,"INTERVENTIONAL CARDIOLOGY",69
"1158","1158",16,"INTERVENTIONAL PAIN MANAGEMENT",42
"1159","1159",16,"INTERVENTIONAL RADIOLOGY",45
"1160","1160",16,"MAXILLOFACIAL SURGERY",27
"1161","1161",16,"MEDICAL ONCOLOGY",89
"1162","1162",16,"NEPHROLOGY",303
"1163","1163",16,"NEUROLOGY",325
"1164","1164",16,"NEUROPSYCHIATRY",2
"1165","1165",16,"NEUROSURGERY",118
"1166","1166",16,"NUCLEAR MEDICINE",12
"1167","1167",16,"NURSE PRACTITIONER",2218
"1168","1168",16,"OBSTETRICS/GYNECOLOGY",770
"1169","1169",16,"OCCUPATIONAL THERAPY",179
"1170","1170",16,"OPHTHALMOLOGY",342
"1171","1171",16,"OPTOMETRY",720
"1172","1172",16,"ORAL SURGERY (DENTIST ONLY)",34
"1173","1173",16,"ORTHOPEDIC SURGERY",500
"1174","1174",16,"OSTEOPATHIC MANIPULATIVE MEDICINE",16
"1175","1175",16,"OTOLARYNGOLOGY",209
"1176","1176",16,"PAIN MANAGEMENT",35
"1177","1177",16,"PATHOLOGY",202
"1178","1178",16,"PEDIATRIC MEDICINE",205
"1179","1179",16,"PERIPHERAL VASCULAR DISEASE",4
"1180","1180",16,"PHYSICAL MEDICINE AND REHABILITATION",202
"1181","1181",16,"PHYSICAL THERAPY",1379
"1182","1182",16,"PHYSICIAN ASSISTANT",48
"1183","1183",16,"PLASTIC AND RECONSTRUCTIVE SURGERY",135
"1184","1184",16,"PODIATRY",372
"1185","1185",16,"PREVENTATIVE MEDICINE",3
"1186","1186",16,"PSYCHIATRY",404
"1187","1187",16,"PULMONARY DISEASE",248
"1188","1188",16,"RADIATION ONCOLOGY",103
"1189","1189",16,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",81
"1190","1190",16,"RHEUMATOLOGY",110
"1191","1191",16,"SLEEP LABORATORY/MEDICINE",8
"1192","1192",16,"SPEECH LANGUAGE PATHOLOGIST",27
"1193","1193",16,"SPORTS MEDICINE",33
"1194","1194",16,"SURGICAL ONCOLOGY",34
"1195","1195",16,"THORACIC SURGERY",63
"1196","1196",16,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",13
"1197","1197",16,"UROLOGY",197
"1198","1198",16,"VASCULAR SURGERY",86
"1199","1199",17,"ADDICTION MEDICINE",3
"1200","1200",17,"ALLERGY/IMMUNOLOGY",86
"1201","1201",17,"ANESTHESIOLOGY",639
"1202","1202",17,"ANESTHESIOLOGY ASSISTANT",24
"1203","1203",17,"AUDIOLOGIST",103
"1204","1204",17,"CARDIAC ELECTROPHYSIOLOGY",80
"1205","1205",17,"CARDIAC SURGERY",30
"1206","1206",17,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",451
"1207","1207",17,"CERTIFIED NURSE MIDWIFE",106
"1208","1208",17,"CERTIFIED REGISTERED NURSE ANESTHETIST",638
"1209","1209",17,"CHIROPRACTIC",1247
"1210","1210",17,"CLINICAL NURSE SPECIALIST",62
"1211","1211",17,"CLINICAL PSYCHOLOGIST",557
"1212","1212",17,"CLINICAL SOCIAL WORKER",936
"1213","1213",17,"COLORECTAL SURGERY (PROCTOLOGY)",36
"1214","1214",17,"CRITICAL CARE (INTENSIVISTS)",101
"1215","1215",17,"DERMATOLOGY",279
"1216","1216",17,"DIAGNOSTIC RADIOLOGY",691
"1217","1217",17,"EMERGENCY MEDICINE",461
"1218","1218",17,"ENDOCRINOLOGY",127
"1219","1219",17,"FAMILY PRACTICE",2469
"1220","1220",17,"GASTROENTEROLOGY",322
"1221","1221",17,"GENERAL PRACTICE",63
"1222","1222",17,"GENERAL SURGERY",442
"1223","1223",17,"GERIATRIC MEDICINE",47
"1224","1224",17,"GERIATRIC PSYCHIATRY",2
"1225","1225",17,"GYNECOLOGICAL ONCOLOGY",25
"1226","1226",17,"HAND SURGERY",38
"1227","1227",17,"HEMATOLOGY",14
"1228","1228",17,"HEMATOLOGY/ONCOLOGY",252
"1229","1229",17,"HOSPICE/PALLIATIVE CARE",25
"1230","1230",17,"INFECTIOUS DISEASE",153
"1231","1231",17,"INTERNAL MEDICINE",2577
"1232","1232",17,"INTERVENTIONAL CARDIOLOGY",53
"1233","1233",17,"INTERVENTIONAL PAIN MANAGEMENT",35
"1234","1234",17,"INTERVENTIONAL RADIOLOGY",35
"1235","1235",17,"MAXILLOFACIAL SURGERY",30
"1236","1236",17,"MEDICAL ONCOLOGY",104
"1237","1237",17,"NEPHROLOGY",268
"1238","1238",17,"NEUROLOGY",276
"1239","1239",17,"NEUROPSYCHIATRY",4
"1240","1240",17,"NEUROSURGERY",127
"1241","1241",17,"NUCLEAR MEDICINE",11
"1242","1242",17,"NURSE PRACTITIONER",2102
"1243","1243",17,"OBSTETRICS/GYNECOLOGY",787
"1244","1244",17,"OCCUPATIONAL THERAPY",165
"1245","1245",17,"OPHTHALMOLOGY",323
"1246","1246",17,"OPTOMETRY",650
"1247","1247",17,"ORAL SURGERY (DENTIST ONLY)",37
"1248","1248",17,"ORTHOPEDIC SURGERY",488
"1249","1249",17,"OSTEOPATHIC MANIPULATIVE MEDICINE",17
"1250","1250",17,"OTOLARYNGOLOGY",199
"1251","1251",17,"PAIN MANAGEMENT",35
"1252","1252",17,"PATHOLOGY",182
"1253","1253",17,"PEDIATRIC MEDICINE",213
"1254","1254",17,"PERIPHERAL VASCULAR DISEASE",2
"1255","1255",17,"PHYSICAL MEDICINE AND REHABILITATION",150
"1256","1256",17,"PHYSICAL THERAPY",1206
"1257","1257",17,"PHYSICIAN ASSISTANT",39
"1258","1258",17,"PLASTIC AND RECONSTRUCTIVE SURGERY",122
"1259","1259",17,"PODIATRY",395
"1260","1260",17,"PREVENTATIVE MEDICINE",6
"1261","1261",17,"PSYCHIATRY",345
"1262","1262",17,"PULMONARY DISEASE",257
"1263","1263",17,"RADIATION ONCOLOGY",63
"1264","1264",17,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",61
"1265","1265",17,"RHEUMATOLOGY",125
"1266","1266",17,"SLEEP LABORATORY/MEDICINE",8
"1267","1267",17,"SPEECH LANGUAGE PATHOLOGIST",34
"1268","1268",17,"SPORTS MEDICINE",31
"1269","1269",17,"SURGICAL ONCOLOGY",30
"1270","1270",17,"THORACIC SURGERY",66
"1271","1271",17,"UNDEFINED NON-PHYSICIAN TYPE (SPECIFY)",1
"1272","1272",17,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",10
"1273","1273",17,"UROLOGY",195
"1274","1274",17,"VASCULAR SURGERY",78
"1275","1275",18,"ADDICTION MEDICINE",2
"1276","1276",18,"ALLERGY/IMMUNOLOGY",68
"1277","1277",18,"ANESTHESIOLOGY",542
"1278","1278",18,"ANESTHESIOLOGY ASSISTANT",22
"1279","1279",18,"AUDIOLOGIST",81
"1280","1280",18,"CARDIAC ELECTROPHYSIOLOGY",51
"1281","1281",18,"CARDIAC SURGERY",42
"1282","1282",18,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",439
"1283","1283",18,"CERTIFIED NURSE MIDWIFE",110
"1284","1284",18,"CERTIFIED REGISTERED NURSE ANESTHETIST",584
"1285","1285",18,"CHIROPRACTIC",1337
"1286","1286",18,"CLINICAL NURSE SPECIALIST",56
"1287","1287",18,"CLINICAL PSYCHOLOGIST",586
"1288","1288",18,"CLINICAL SOCIAL WORKER",908
"1289","1289",18,"COLORECTAL SURGERY (PROCTOLOGY)",40
"1290","1290",18,"CRITICAL CARE (INTENSIVISTS)",89
"1291","1291",18,"DERMATOLOGY",209
"1292","1292",18,"DIAGNOSTIC RADIOLOGY",626
"1293","1293",18,"EMERGENCY MEDICINE",462
"1294","1294",18,"ENDOCRINOLOGY",151
"1295","1295",18,"FAMILY PRACTICE",2546
"1296","1296",18,"GASTROENTEROLOGY",267
"1297","1297",18,"GENERAL PRACTICE",70
"1298","1298",18,"GENERAL SURGERY",483
"1299","1299",18,"GERIATRIC MEDICINE",55
"1300","1300",18,"GERIATRIC PSYCHIATRY",3
"1301","1301",18,"GYNECOLOGICAL ONCOLOGY",28
"1302","1302",18,"HAND SURGERY",26
"1303","1303",18,"HEMATOLOGY",24
"1304","1304",18,"HEMATOLOGY/ONCOLOGY",229
"1305","1305",18,"HOSPICE/PALLIATIVE CARE",27
"1306","1306",18,"INFECTIOUS DISEASE",162
"1307","1307",18,"INTERNAL MEDICINE",2437
"1308","1308",18,"INTERVENTIONAL CARDIOLOGY",68
"1309","1309",18,"INTERVENTIONAL PAIN MANAGEMENT",37
"1310","1310",18,"INTERVENTIONAL RADIOLOGY",30
"1311","1311",18,"MAXILLOFACIAL SURGERY",18
"1312","1312",18,"MEDICAL ONCOLOGY",75
"1313","1313",18,"NEPHROLOGY",259
"1314","1314",18,"NEUROLOGY",288
"1315","1315",18,"NEUROSURGERY",107
"1316","1316",18,"NUCLEAR MEDICINE",7
"1317","1317",18,"NURSE PRACTITIONER",2017
"1318","1318",18,"OBSTETRICS/GYNECOLOGY",804
"1319","1319",18,"OCCUPATIONAL THERAPY",186
"1320","1320",18,"OPHTHALMOLOGY",316
"1321","1321",18,"OPTOMETRY",604
"1322","1322",18,"ORAL SURGERY (DENTIST ONLY)",36
"1323","1323",18,"ORTHOPEDIC SURGERY",502
"1324","1324",18,"OSTEOPATHIC MANIPULATIVE MEDICINE",13
"1325","1325",18,"OTOLARYNGOLOGY",200
"1326","1326",18,"PAIN MANAGEMENT",35
"1327","1327",18,"PATHOLOGY",202
"1328","1328",18,"PEDIATRIC MEDICINE",200
"1329","1329",18,"PERIPHERAL VASCULAR DISEASE",5
"1330","1330",18,"PHYSICAL MEDICINE AND REHABILITATION",153
"1331","1331",18,"PHYSICAL THERAPY",1099
"1332","1332",18,"PHYSICIAN ASSISTANT",41
"1333","1333",18,"PLASTIC AND RECONSTRUCTIVE SURGERY",121
"1334","1334",18,"PODIATRY",415
"1335","1335",18,"PREVENTATIVE MEDICINE",11
"1336","1336",18,"PSYCHIATRY",410
"1337","1337",18,"PULMONARY DISEASE",224
"1338","1338",18,"RADIATION ONCOLOGY",73
"1339","1339",18,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",64
"1340","1340",18,"RHEUMATOLOGY",112
"1341","1341",18,"SLEEP LABORATORY/MEDICINE",7
"1342","1342",18,"SPEECH LANGUAGE PATHOLOGIST",30
"1343","1343",18,"SPORTS MEDICINE",25
"1344","1344",18,"SURGICAL ONCOLOGY",18
"1345","1345",18,"THORACIC SURGERY",55
"1346","1346",18,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",11
"1347","1347",18,"UROLOGY",184
"1348","1348",18,"VASCULAR SURGERY",92
"1349","1349",19,"ADDICTION MEDICINE",2
"1350","1350",19,"ALLERGY/IMMUNOLOGY",56
"1351","1351",19,"ANESTHESIOLOGY",457
"1352","1352",19,"ANESTHESIOLOGY ASSISTANT",25
"1353","1353",19,"AUDIOLOGIST",100
"1354","1354",19,"CARDIAC ELECTROPHYSIOLOGY",62
"1355","1355",19,"CARDIAC SURGERY",29
"1356","1356",19,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",442
"1357","1357",19,"CERTIFIED NURSE MIDWIFE",82
"1358","1358",19,"CERTIFIED REGISTERED NURSE ANESTHETIST",660
"1359","1359",19,"CHIROPRACTIC",1156
"1360","1360",19,"CLINICAL NURSE SPECIALIST",39
"1361","1361",19,"CLINICAL PSYCHOLOGIST",566
"1362","1362",19,"CLINICAL SOCIAL WORKER",850
"1363","1363",19,"COLORECTAL SURGERY (PROCTOLOGY)",39
"1364","1364",19,"CRITICAL CARE (INTENSIVISTS)",93
"1365","1365",19,"DERMATOLOGY",200
"1366","1366",19,"DIAGNOSTIC RADIOLOGY",651
"1367","1367",19,"EMERGENCY MEDICINE",423
"1368","1368",19,"ENDOCRINOLOGY",133
"1369","1369",19,"FAMILY PRACTICE",2496
"1370","1370",19,"GASTROENTEROLOGY",228
"1371","1371",19,"GENERAL PRACTICE",89
"1372","1372",19,"GENERAL SURGERY",533
"1373","1373",19,"GERIATRIC MEDICINE",63
"1374","1374",19,"GERIATRIC PSYCHIATRY",2
"1375","1375",19,"GYNECOLOGICAL ONCOLOGY",23
"1376","1376",19,"HAND SURGERY",23
"1377","1377",19,"HEMATOLOGY",11
"1378","1378",19,"HEMATOLOGY/ONCOLOGY",205
"1379","1379",19,"HOSPICE/PALLIATIVE CARE",13
"1380","1380",19,"INFECTIOUS DISEASE",136
"1381","1381",19,"INTERNAL MEDICINE",2494
"1382","1382",19,"INTERVENTIONAL CARDIOLOGY",52
"1383","1383",19,"INTERVENTIONAL PAIN MANAGEMENT",24
"1384","1384",19,"INTERVENTIONAL RADIOLOGY",32
"1385","1385",19,"MAXILLOFACIAL SURGERY",31
"1386","1386",19,"MEDICAL ONCOLOGY",86
"1387","1387",19,"NEPHROLOGY",258
"1388","1388",19,"NEUROLOGY",230
"1389","1389",19,"NEUROPSYCHIATRY",1
"1390","1390",19,"NEUROSURGERY",108
"1391","1391",19,"NUCLEAR MEDICINE",10
"1392","1392",19,"NURSE PRACTITIONER",1699
"1393","1393",19,"OBSTETRICS/GYNECOLOGY",808
"1394","1394",19,"OCCUPATIONAL THERAPY",146
"1395","1395",19,"OPHTHALMOLOGY",322
"1396","1396",19,"OPTOMETRY",664
"1397","1397",19,"ORAL SURGERY (DENTIST ONLY)",25
"1398","1398",19,"ORTHOPEDIC SURGERY",469
"1399","1399",19,"OSTEOPATHIC MANIPULATIVE MEDICINE",17
"1400","1400",19,"OTOLARYNGOLOGY",205
"1401","1401",19,"PAIN MANAGEMENT",34
"1402","1402",19,"PATHOLOGY",231
"1403","1403",19,"PEDIATRIC MEDICINE",192
"1404","1404",19,"PERIPHERAL VASCULAR DISEASE",1
"1405","1405",19,"PHYSICAL MEDICINE AND REHABILITATION",156
"1406","1406",19,"PHYSICAL THERAPY",981
"1407","1407",19,"PHYSICIAN ASSISTANT",27
"1408","1408",19,"PLASTIC AND RECONSTRUCTIVE SURGERY",101
"1409","1409",19,"PODIATRY",417
"1410","1410",19,"PREVENTATIVE MEDICINE",7
"1411","1411",19,"PSYCHIATRY",424
"1412","1412",19,"PULMONARY DISEASE",233
"1413","1413",19,"RADIATION ONCOLOGY",72
"1414","1414",19,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",72
"1415","1415",19,"RHEUMATOLOGY",99
"1416","1416",19,"SLEEP LABORATORY/MEDICINE",3
"1417","1417",19,"SPEECH LANGUAGE PATHOLOGIST",39
"1418","1418",19,"SPORTS MEDICINE",21
"1419","1419",19,"SURGICAL ONCOLOGY",27
"1420","1420",19,"THORACIC SURGERY",64
"1421","1421",19,"UNDEFINED NON-PHYSICIAN TYPE (SPECIFY)",1
"1422","1422",19,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",5
"1423","1423",19,"UROLOGY",203
"1424","1424",19,"VASCULAR SURGERY",80
"1425","1425",20,"ALLERGY/IMMUNOLOGY",44
"1426","1426",20,"ANESTHESIOLOGY",604
"1427","1427",20,"ANESTHESIOLOGY ASSISTANT",20
"1428","1428",20,"AUDIOLOGIST",92
"1429","1429",20,"CARDIAC ELECTROPHYSIOLOGY",55
"1430","1430",20,"CARDIAC SURGERY",36
"1431","1431",20,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",380
"1432","1432",20,"CERTIFIED NURSE MIDWIFE",83
"1433","1433",20,"CERTIFIED REGISTERED NURSE ANESTHETIST",637
"1434","1434",20,"CHIROPRACTIC",1073
"1435","1435",20,"CLINICAL NURSE SPECIALIST",57
"1436","1436",20,"CLINICAL PSYCHOLOGIST",555
"1437","1437",20,"CLINICAL SOCIAL WORKER",891
"1438","1438",20,"COLORECTAL SURGERY (PROCTOLOGY)",36
"1439","1439",20,"CRITICAL CARE (INTENSIVISTS)",78
"1440","1440",20,"DERMATOLOGY",205
"1441","1441",20,"DIAGNOSTIC RADIOLOGY",718
"1442","1442",20,"EMERGENCY MEDICINE",416
"1443","1443",20,"ENDOCRINOLOGY",117
"1444","1444",20,"FAMILY PRACTICE",2328
"1445","1445",20,"GASTROENTEROLOGY",216
"1446","1446",20,"GENERAL PRACTICE",56
"1447","1447",20,"GENERAL SURGERY",473
"1448","1448",20,"GERIATRIC MEDICINE",60
"1449","1449",20,"GERIATRIC PSYCHIATRY",2
"1450","1450",20,"GYNECOLOGICAL ONCOLOGY",22
"1451","1451",20,"HAND SURGERY",26
"1452","1452",20,"HEMATOLOGY",21
"1453","1453",20,"HEMATOLOGY/ONCOLOGY",184
"1454","1454",20,"HOSPICE/PALLIATIVE CARE",24
"1455","1455",20,"INFECTIOUS DISEASE",150
"1456","1456",20,"INTERNAL MEDICINE",2587
"1457","1457",20,"INTERVENTIONAL CARDIOLOGY",49
"1458","1458",20,"INTERVENTIONAL PAIN MANAGEMENT",41
"1459","1459",20,"INTERVENTIONAL RADIOLOGY",49
"1460","1460",20,"MAXILLOFACIAL SURGERY",28
"1461","1461",20,"MEDICAL ONCOLOGY",82
"1462","1462",20,"NEPHROLOGY",204
"1463","1463",20,"NEUROLOGY",266
"1464","1464",20,"NEUROPSYCHIATRY",2
"1465","1465",20,"NEUROSURGERY",121
"1466","1466",20,"NUCLEAR MEDICINE",14
"1467","1467",20,"NURSE PRACTITIONER",1208
"1468","1468",20,"OBSTETRICS/GYNECOLOGY",766
"1469","1469",20,"OCCUPATIONAL THERAPY",127
"1470","1470",20,"OPHTHALMOLOGY",347
"1471","1471",20,"OPTOMETRY",616
"1472","1472",20,"ORAL SURGERY (DENTIST ONLY)",30
"1473","1473",20,"ORTHOPEDIC SURGERY",501
"1474","1474",20,"OSTEOPATHIC MANIPULATIVE MEDICINE",21
"1475","1475",20,"OTOLARYNGOLOGY",202
"1476","1476",20,"PAIN MANAGEMENT",28
"1477","1477",20,"PATHOLOGY",256
"1478","1478",20,"PEDIATRIC MEDICINE",167
"1479","1479",20,"PHYSICAL MEDICINE AND REHABILITATION",179
"1480","1480",20,"PHYSICAL THERAPY",850
"1481","1481",20,"PHYSICIAN ASSISTANT",22
"1482","1482",20,"PLASTIC AND RECONSTRUCTIVE SURGERY",104
"1483","1483",20,"PODIATRY",353
"1484","1484",20,"PREVENTATIVE MEDICINE",11
"1485","1485",20,"PSYCHIATRY",420
"1486","1486",20,"PULMONARY DISEASE",228
"1487","1487",20,"RADIATION ONCOLOGY",104
"1488","1488",20,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",58
"1489","1489",20,"RHEUMATOLOGY",66
"1490","1490",20,"SINGLE OR MULTISPECIALTY CLINIC OR GROUP PRACTICE",1
"1491","1491",20,"SLEEP LABORATORY/MEDICINE",6
"1492","1492",20,"SPEECH LANGUAGE PATHOLOGIST",38
"1493","1493",20,"SPORTS MEDICINE",23
"1494","1494",20,"SURGICAL ONCOLOGY",25
"1495","1495",20,"THORACIC SURGERY",64
"1496","1496",20,"UNDEFINED PHYSICIAN TYPE (SPECIFY)",8
"1497","1497",20,"UROLOGY",203
"1498","1498",20,"VASCULAR SURGERY",81
"1499","1499",21,"ADDICTION MEDICINE",3
"1500","1500",21,"ALLERGY/IMMUNOLOGY",45
"1501","1501",21,"ANESTHESIOLOGY",714
"1502","1502",21,"ANESTHESIOLOGY ASSISTANT",16
"1503","1503",21,"AUDIOLOGIST",90
"1504","1504",21,"CARDIAC ELECTROPHYSIOLOGY",41
"1505","1505",21,"CARDIAC SURGERY",36
"1506","1506",21,"CARDIOVASCULAR DISEASE (CARDIOLOGY)",411
"1507","1507",21,"CERTIFIED NURSE MIDWIFE",50
"1508","1508",21,"CERTIFIED REGISTERED NURSE ANESTHETIST",623
"1509","1509",21,"CHIROPRACTIC",905
"1510","1510",21,"CLINICAL NURSE SPECIALIST",60
"1511","1511",21,"CLINICAL PSYCHOLOGIST",592
"1512","1512",21,"CLINICAL SOCIAL WORKER",857
"1513","1513",21,"COLORECTAL SURGERY (PROCTOLOGY)",33
"1514","1514",21,"CRITICAL CARE (INTENSIVISTS)",79
"1515","1515",21,"DERMATOLOGY",209
"1516","1516",21,"DIAGNOSTIC RADIOLOGY",689
"1517","1517",21,"EMERGENCY MEDICINE",366
"1518","1518",21,"ENDOCRINOLOGY",117
"1519","1519",21,"FAMILY PRACTICE",2181
"1520","1520",21,"GASTROENTEROLOGY",189
"1521","1521",21,"GENERAL PRACTICE",71
"1522","1522",21,"GENERAL SURGERY",542
"1523","1523",21,"GERIATRIC MEDICINE",46
"1524","1524",21,"GERIATRIC PSYCHIATRY",1
"1525","1525",21,"GYNECOLOGICAL ONCOLOGY",26
"1526","1526",21,"HAND SURGERY",28
"1527","1527",21,"HEMATOLOGY",15
"1528","1528",21,"HEMATOLOGY/ONCOLOGY",182
"1529","1529",21,"HOSPICE/PALLIATIVE CARE",19
"1530","1530",21,"INFECTIOUS DISEASE",129
"1531","1531",21,"INTERNAL MEDICINE",2396
"1532","1532",21,"INTERVENTIONAL CARDIOLOGY",54
"1533","1533",21,"INTERVENTIONAL PAIN MANAGEMENT",42
"1534","1534",21,"INTERVENTIONAL RADIOLOGY",48
"1535","1535",21,"MAXILLOFACIAL SURGERY",27
"1536","1536",21,"MEDICAL ONCOLOGY",67
"1537","1537",21,"NEPHROLOGY",159
"1538","1538",21,"NEUROLOGY",294
"1539","1539",21,"NEUROPSYCHIATRY",1
"1540","1540",21,"NEUROSURGERY",118
"1541","1541",21,"NUCLEAR MEDICINE",6
"1542","1542",21,"NURSE PRACTITIONER",834
"1543","1543",21,"OBSTETRICS/GYNECOLOGY",770
"1544","1544",21,"OCCUPATIONAL THERAPY",128
"1545","1545",21,"OPHTHALMOLOGY",354
"1546","1546",21,"OPTOMETRY",557
"1547","1547",21,"ORAL SURGERY (DENTIST ONLY)",26
"1548","1548",21,"ORTHOPEDIC SURGERY",485
"1549","1549",21,"OSTEOPATHIC MANIPULATIVE MEDICINE",11
"1550","1550",21,"OTOLARYNGOLOGY",212
"1551","1551",21,"PAIN MANAGEMENT",36
"1552","1552",21,"PATHOLOGY",277
"1553","1553",21,"PEDIATRIC MEDICINE",155
"1554","1554",21,"PERIPHERAL VASCULAR DISEASE",3
"1555","1555",21,"PHYSICAL MEDICINE AND REHABILITATION",181
"1556","1556",21,"PHYSICAL THERAPY",824
"1557","1557",21,"PHYSICIAN ASSISTANT",18
"1558","1558",21,"PLASTIC AND RECONSTRUCTIVE SURGERY",98
"1559","1559",21,"PODIATRY",276
"1560","1560",21,"PREVENTATIVE MEDICINE",11
"1561","1561",21,"PSYCHIATRY",401
"1562","1562",21,"PULMONARY DISEASE",205
"1563","1563",21,"RADIATION ONCOLOGY",103
"1564","1564",21,"REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL",60
"1565","1565",21,"RHEUMATOLOGY",70
"1566","1566",21,"SLEEP LABORATORY/MEDICINE",6
