,user,Unnamed: 0,X,review
5,Isaac Timm,1603,1602,"hmmmmm, it took me a while to read this, it runs a little long and the arc is fairly predictable, but this is how you write an unreliable narrator. I can see Lolita's merit in the modernist canon, but can't say I enjoyed it. "
5,Mutant Supermodel,1604,1603,This is a tough one to judge. It wasn't as engaging as I thought it would be given what I had heard from other people. I found the narrator to be sort of obnoxious on more than one occasion. I also found it a bit confusing many times and wasn't sure exactly what or who he was talking about. I've heard Humbert Humbert described as charming and I just don't see it that way. I found him to be rambly and obsessive but hardly charming. The pedophilia aspect was disturbing at times but not as jarringly as I thought it would be. It just seemed too outlandish to really accept. 
5,Jade Vinatieri,1608,1607,Kind of disturbing but interesting. Poetic with hidden messages in words. 
5,Randi,1610,1609,Did not like it enough to finish ...
5,Dwayne Kavanagh,1611,1610,"I know raving fans’ll probably skewer me, but I really had a hard time getting through this book. I was looking forward to reading this book for years. I just finished it. The writing (prose/style) was fantastic--there's no complaint there, but the story was awful. I felt as if Nabokov wrote this book with certain morbid goals in mind and I think that that was clear. The breaks came on, for me, about a third of the way through...everything came across as regurgitated. The chase scene never ends. I won't drag this out; it just didn’t do for me."
5,Eneida,1616,1615,"Read it many years ago, in Portuguese. Not too crazy about it, like most people who read it."
5,Fatima,1617,1616,"Probably one of the most over romanticized books I have ever read. Great prose, but I could hardly get through it. The only character I liked was Lolita. Nabokov is a good writer, and I think I'd probably rad something else of his."
5,Vlad,1621,1620,Artful pedagogic pompous ramble perfectly read in the voice of Jeremy Irons.
5,Miranda Hency,1630,1629,"While I appreciate the idea of this book, I could never really get into it. The complete unreliability of the narrator really threw me off. I can enjoy some unreliable narrators, but I feel like I never knew what was real and what wasn't in this novel which left me frustrated. I liked Nabokov's afterword more than the novel itself. I was really excited to read this since it's apparently so exceptionally literary, but I just didn't like it, which makes me very sad because I really wanted to like it."
5,Yara,1631,1630,كتاب مؤلم و حزين و جريئ لكن بصورة مقززة 
5,Jennifer Trudgeon,1632,1631,"I get upset whenever I think about this book. It was extremely hard to read, not to mention the distrubing story line. Do not get tricked into thinking this is a ""love story."" Would not recommend this book to anyone."
5,Jaqui Vallina,1633,1632,This book. Was weird.
5,Hoang-Anh,1634,1633,"it would be unfair to a book if i give any comments on it when i haven't even finished it yet, but still i have to say something about it as i was spending more than one year to read. right from the moment i bought the book i know there could only 2 scenarios to play: i would love this book so much, or hate it so much. I have just read half of the book, which has evidently proved one thing: i (kinda) hate it. i despite the main character, i hate Lolita also, even though i know there, well, must be some deep meaning behind the lines, and though the way Nabokov depicts and describes things is incredibly graceful and sophisticated. well, meh."
5,Adriana,1636,1635,Ugh! I don't ever want to read this again!
5,Merrill McDermott,1638,1637,"As much as the language was beautiful and it exuded extreme literary talent, I simply could not find the patience to withstand the character's own insanity and wait for it all to come to an end. It is an incredibly fascinating portrayal of sick man with a fetish who we can almost even sympathize with, but it's sauciness goes into a decline almost midway through the storyline. Overall, I can appreciate, but not one of my favorites."
5,Penny,1640,1639,Uggggh
5,Jade ,1641,1640,"I picked up Lolita because it's considered a classic, but I had to put it down when the 13 year old's mom is indirectly killed by her deranged middle-aged stepfather (who only married Lolita's mother in the first place because he was obsessively in love with her pubescent daughter). Two stars because I cannot deny ""Lolita"" is extraordinarily well written, even if its pedophilic content disturbed me."
5,Eleanor Connelly,1643,1642,"After hearing all the references to Lolita, the book took me by surprise. It is creepy. A young girl is taken advantage of by an adult yet the Lolita reference has always made the young girl out to be the promiscuous one. Reading the book certainly changed my vantage point."
5,Nicki,1644,1643,"I didn't actually finish the book, the language just got far too tedious, and the story was too slow - and as it was clear where it was heading, I really didn't want to drag out the reading of it any longer than necessary."
5,Malachy,1649,1648,Another entry in the realm of modern classics that simply disappoints. Much too long also. 
5,Heather Lewin,1651,1650,"I only gave this book 2 stars because I think it is written well. Otherwise, I had to force myself to finish this book. It was disturbing, boring, a tad confusing, and drawn out. "
5,Naomi Bradford,1662,1661,"As Nabokov points out, this book is not didactic in any way (which I'm not really a fan of myself). However, lacking that or any other elements -- save its marvelous prose-- Lolita fell flat for me. There is nothing to be gained in reading this book."
5,Alessandro,1665,1664,"BRUTAL. Wise people will tell you of the dangers of self-indulgence and self-justification. This book SHOWS it to you. At least, this is what I got out of the book. However, Vladimir Nabokov would tell you that he had no such lesson in mind and the whole point of the book is literary greatness. WHAT A KILLJOY! "
5,Jacob G,1667,1666,"I'll keep this brief. I have tried on multiple occasions to finish this book, it is impossible. The narrator just isn't interesting and the prose is so dense that when something disturbing finally happens I can't understand it. Maybe I'm wrong, maybe if I give it another shot I'll finally get it, maybe."
5,Kayla Barton,1668,1667,What did I just read?? Why is this in a list of must read books and why is it critically acclaimed? Sick premise and sick story. Not funny.
5,Lily,1671,1670,"Well played, Nabokov. Seems to me that Lolita is an excellent hoax created by a member of the literati for the literati. Nabokov effectively wrote a dreadfully boring and unnecessarily verbose ""erotic"" novel, mixing in enough fancy vocabulary and literary references to prove he's a smart cookie, and that extra dash of pedophilia/""incest"" to make it impossible to dislike the book without seeming dense and prudish.Welp, guess I'm just a Puritan blockhead. In the afterword to this edition, Nabokov makes a stink about people attempting to ""interpret"" the work, and also seems disgruntled with silly readers who, looking to be titillated, find themselves bored in the middle. If a book does not have a theme, an idea, even a character to think about, and it doesn't entertain, then it is utterly without point. Which seems to be the ""point"" of Lolita--to be without point. To be honest, I was told to read this book solely for the beautiful language, and for the first 20 pages or so, I did derive satisfaction from Nabokov's mastery of English. However, as the novel continues, the language grows muddy, the references and obscure words less illuminating to Humbert's unusual mind and more a reinforcement that nothing has changed--the book is still talking about a little girl getting raped in motels. Unbearably disgusting, painful, and boring, all at once. Grand.The one thing that saves this book from the one-star category is the ending. Anyone who has eaten a Warhead candy will know why. Warheads start off very, very sour, but then the sour wears off and the sweet that is left tastes exceptionally good. Lolita was like that--Humbert's entitlement, selfishness, and depravity are unbearable and spin out for hundreds of pages. But then, in a flash, he has a revelation--that he raped Dolores for years, completely depriving her of her childhood. Reading him admitting this crime is a breath of fresh air and almost makes it worth slogging through the rest.But I wouldn't really recommend it."
5,Gregg,1672,1671,"The problem with this book: I already saw the Kubrick film. Thus it was impossible to not see James Mason when reading Humbert's somewhat laborious philosophizing of his own pedophilism, and it was impossible not to look for hints of Peter Sellers lurking in the background as Clare Quilty. The whole novel seems, to my jaded eye, much less controversial in today's climate, what with the Catholic priests' scandals, Spitzer's call girl and teenaged Dionysianism cavorting through the front pages and the halls of the average high school. So maybe I shouldn't have bothered with this one. But it's such a pop culture reference, I wasn't sure whether Humbert was supposed to be a sympathetic character, or a mesmerizing, seductive one: a middle-aged man in love with a twelve-year-old and stealing her life while remaining a slave to his own desire for her. Hmm. Tough one. I vote seductive. "
5,Danielle Jacobs,1674,1673,"This story intrigued me more because of what I heard how fucked up it was, and it was.the writing style is very well done and some how romanticized pedophilia, but in the end got so boring half way through that i couldnt manage to finish it."
5,Omar Al-otaibi,1680,1679,"رواية من تأليف الروائي الروسي فلاديمير نابوكوف .. و هي على شكل اعترافات لرجل في الخمسين من عمره "" يميل إلى إقامة العاقات الجنسية مع الفتيات القصر أو ما يسميهن بالحوريات المسحورة الصغيرة "" ، تدور أحداث الرواية في القرن التاسع عشر حيث يقع في غرام لوليتا ، الفتاة الجميلة ذات الإثني عشر ربيعا و المتعطشة للحب . بصراحة ، أثناء قراءتي للرواية كانت تتبادر لي صورة لوليتا كفتاة جميلة في العشرينات من العمر ، لسبب ما ، رفض عقلي أن يؤمن بأن لوليتا مجرد طفلة لم تبلغ الثالثة عشرة من عمرها .. تعجبت من عواطف هذا الرجل الخمسيني و كيف كان يبرر غرامه بلوليتا .. الرواية بنسختها المترجمة أثارت ضجري لكثرة الاحداث السخيفة .. رجل يعشق فتاة قاصر ، يتودد لأمها و حين تموت الأم ، يختطف الفتاة و يقيم معها علاقة جنسية .. يعيش لفترة طويلة على أوهام فقدانها و محاولة الغير أن يستأثر بها دونه .. و حين تهرب منه يقضي بقية عمره في البحث عنها حتى يجدها .. في النهاية يختتم الرواية بجريمة قتل الرجل الذي هربت معه لوليتا @ "" فرحت إذ جازت خدعتي على الطبيب ، ذلك أنني أحب أن أخدع الأطباء "" شعرت و كأن شخصية الأطباء تستفز بطل الرواية ، ربما تجعله يشعر بالنقص و لذلك يسره خداعهم @ يشير بطل الرواية إلى عقدته النفسية التي ساهمت في تحويله إلى شخص يلهث خلف القاصرات .. تعود القصة إلى طفولته حيث أغرم بفتاة و حينما كان يمارس معها الجنس ، قبل ان يظهر رجلان و يفسدا الموقف ثم رحلت الطفلة بعيدا عنه و ظل الرغبة ترتع في أعماقه@من الجمل المقرفة وصفه لمستقبل لوليتا حين تكبر منتقلة من مرحلة الحورية المسعورة إلى مرحلة المراهقة "" جنون يتأتى من تفكيري بأن علي في حوالي عام 1950 أن أتخلص من مراهقة صعبة المراس تبخر منها طابعها كحورية مسعورة و جنون يتأتي من التفكير بأني بمساعدة من اصطباري و حظي الطيب قد استطيع ان املأ أحشاءها بجنين سيتحول إلى حورية مسعورة فتكون لوليتا الثانية في الثامنة أو التاسعة من عمرها عندما نصل إلى عام 1960 حيث سأظل قادرا أن أمثل معها دور الجد الذي يحتضنها بوصايته@ مشهد قتله للرجل الذي خطف لوليتا ، يتسم الجنون .. و طلب البطل من الخاطف ان يقرأ حكم الاعدام المكتوب مسبقا على شكل نص شعري يعتبر جنونا يبررها البطل بقوله "" أردت أن تكون عدالتي شعرية "" و المضحك هو رد الخاطف الواقع تحت تأثير المسكر "" الحق يقال انها قصيدة ممتازة أنها أحسن ما قرات لك من قصائد "" "
5,Ana,1681,1680,I am having a hard time reading this and not because of the writing on the contrary that is the best part. It's difficult to read the context I have a daughter (the nymphet age). I don't think the book triggers sympathy nor disgust just a peek into the mans head. I will finish this book just don't know how long.
5,Anh,1684,1683,I can't disagree that Nabokov is a great writer; but I also can't get over the whole subject matter. It's a dilemma like the whole Polanski thing. 
5,Soluus,1685,1684,"2.5 out of 5. The style was excellent, flowery, if not painfully pretentious (but that was the intention, I assume, and a condition of the protagonist's (antagonist's?) psyche) so merit goes there. I simply, however, felt extremely uncomfortable with the base concept of the novel. I don't really see it as odd for an older man to be attracted to young females -- just Humbert's blatant perversions and his depraved observations of young girls made my skin crawl.Sounds like he has borderline personality disorder to me."
5,Remesh R.,1688,1687,This book has the best openings among all the books that I have read. But it was not for me. The protagonist is a pedophile with psychiatric issues who talks gibberish. HAHA
5,Steve Cardamenis,1689,1688,"Beautifully written but utterly disgusting and reprehensible book. As a father of three child, I found the story of Humbert Humbert to be disgusting and ego manically. I read the book at the insistence of my youngest son but despite many attempts to be accepting, open minded, and trying to see the literary value of the book, I could not set aside my deep felt disgust for this pedophile "
5,François Dubé,1690,1689,Bien plate
5,Crystal Allen,1694,1693,I expected to really like this book. I only got about half way through it and then stopped reading it.
5,Tabbitha Lindsley,1696,1695,"According to Vanity Fair this book is, ""The only convincing love story of our century."" I completely disagree with this. This isn't a love story but a book about a pedophile that becomes obsessed with one young girl. Humbert has a twisted way of thinking about love and considers how he feels toward this young Lolita to be love when it in fact is not.This was one of the most disturbing books I have ever read and really don't understand how someone can call it a love story, especially not the only convincing love story. If one is looking at it from the point of view of Humbert then yes it is a sick love story but in terms of the book overall it is not. Okay, I can see how some might say it is love in its cruelest or most vile form in terms of madness or his hallucination that what he feels is actually love when its all delusion. This was interesting in terms of perhaps getting inside the mind of a pedophile and seeing how they may twist relationship with a child and call it love but even that is stretching it. This book was just okay and I really don't recommend it. "
5,Ginny,1697,1696,"No matter how gifted Nabokov is, and he is, sex with minors is bad business always!"
5,Hunter,1698,1697,Hmmm...I couldn't finish. Too wiggidy weird. The writing was clever...?
5,Michael Tarpinian,1701,1700,"What a scumbag. Not since Rabbit Run have I encountered a book with no redeeming characters. Reminds me of the writing of Camus, the Catcher in the Rye, or Miss Lonelyhearts. These emotionally disturbed admittedly self-involved people hurt or destroy other people in their wake. Why can't we just call their actions sin?should a book like this be a banned? No but perhaps it should just be ignored."
5,Julia Southwick,1702,1701,I really did try. The writing was beautiful but.........no. Just too icky.
5,Danny,1703,1702,"There were some great moments, and I liked his writing style, but this was so boring for a book about sex."
5,Kay Lee,1704,1703,"I don't particularly know why it took me so long to read this book. An ambitious topic tackled by Mr. Nabokov, however I found the novel to be just ""okay"". At times it was quite humorous and there were several beautiful passages, however I felt that the obsession of Lolita started to become monotonous. The descriptions lost their luster and the sentences became long-winded. Perhaps this is the reason why I dislike Charles Dickens. Oh and it comes in handy if you know some French as Nabokov likes to interpolate random phrases into the text. (Although I don't think that added any dimension or character, but that is debatable). "
5,Noha Abuzeid,1705,1704,"طيب .. يقال انها من الكلاسيكيات الخالدة .. شخصيا لا ارها كذلك و حق شكسبير .. لكن يمكن ان تتفهم الجدل الذى يثيره هذا النوع من القضايا الجدلية الذى يضعك فى مواجهة مع ثوابتك الاخلاقية ومع الجذر الاصلى الذى تتفرع منه ادوات الضمير و النفس و الانحياز العقلى والعاطفى ..بالنسبة لى ممكن ان تتناول الرواية كعمل فنى و نشوف اسلوب الكاتب وحبكة القصة وخلافه لكن حقيقى انا منسحبة تماما من منطقة النقد الفنى الممنهج واتبع نصيحة احد العشاق من الشعراء حين خاطب حبيبته الاديبة قائلا "" لا اريد ان اقرأ نقدك لقصائد الاخرين بل اريد ان اراكى بقصائدك انتى "" .. الى جانب ان طبيعة الموضوع برايي لا تسمح للكاتب بالاستغراق فى فرد عضلاته الفنية و الادبية والفلسفية و يكفى انه استطاع ان يتكلم بلسان بطل روايته دون ان يتدخل فى امره و انه وضعك مباشرة امام الشخصيات لتتفرغ للحكم عليها ! عن الشخصيات بقى .. طبعا فى البداية انا اعتقدت انه غرام او حب او هيام بحبيبة الطفولة وانه بيحاول يلاقيها فى اى حد مشابه ... او انه فعليا واقع بغرام طفلة عمرها 12 سنة و شخصيا ممكن اتقبل الحالة الاولى كرد فعل نفسى او الحالة التانية كقصص هيام من نوع خاص... لكن بمرور الوقت بتكتشف ان الكاتب مش عاوزك تبررله وانه عاوزك توصل للاستنتاج الى فيه التحدى وهو انك امام مريض بالبيدوفيليا او ما يسمى بعشق الغلمان او ايا كان الاسم .. فده شخص خريطته الجنسية والعاطفية مصممة على كده وهو يبرر احقيته هو و امثاله فى حب الصغيرات الشبقات فى هذا السن دون حتى ان يفكر فى مشاعر الصغيرة دى او استغلالها النفسى والجسدى وهل ده هو الخيار الامثل لها .. و الحقيقة ان دى صفة منتشرة جدا فى مركبات الشخصيات الى من النوع ده ... انا متفهمة جدا قصص الانجذاب الغير مفهومة فى العرف النسبى و كان ممكن اتفهم حبه لطفلة و لكن القصة فعليا انه شخص مريض باجساد الصغيرات و لوليتا الشقية الشهية ليست سوى اقدرهن على مجاراته .. الحقيقة انه دى فرصة لمطالعة كيف يفكر شخص من النوع ده .. و للامانة انا حكمى عليه ليس سهل ابدا .. فهو ليس بمجرم كامل ولا حقير كامل من وجهة نظر من يضع نفسه مكانه ولكن ايضا مستحيل ان تتسامح معه فى النهاية هذا مؤكد ... لذلك اتقبل حكم ااقاضى والكاتب والمحكمة والقدى عليه بطيب خاطر"
5,Kai Crawford,1709,1708,"Humorous at times. Humbert Humbert's narrative is intellectually challenging. I was reluctantly charmed by the plethora of literary allusions (most of which I couldn't even begin to comprehend). Filled with juxtaposition of beautiful language and disturbing deeds.(A descriptive passage):""By a paradox of pictorial thought, the average lowland North-American countryside had at first seemed to me something I accepted with a shock of amused recognition because of those painted oilclothes which were imported from America in the old days to be hung above washstands in Central-European nurseries, and which fascinated a drowsy child at bed time with the rustic green views theydepicted opaque curly trees, a barn, cattle, a brook, the dull white of vague orchards in bloom,and perhaps a stone fence or hills of greenish gouache. But gradually the models of thoseelementary rusticities became stranger and stranger to the eye, the nearer I came to know them.Beyond the tilled plain, beyond the toy roofs, there would be a slow suffusion of inutileloveliness, a low sun in a platinum haze with a warm, peeled-peach tinge pervading the upperedge of a two-dimensional, dove-gray cloud fusing with the distant amorous mist. There mightbe a line of spaced trees silhouetted against the horizon, and hot still noons above a wildernessof clover, and Claude Lorrain clouds inscribed remotely into misty azure with only their cumuluspart conspicuous against the neutral swoon of the background. Or again, it might be a stern ElGreco horizon, pregnant with inky rain, and a passing glimpse of some mummy-necked farmer,and all around alternating strips of quick-silverish water and harsh green corn, the wholearrangement opening like a fan, somewhere in Kansas."""
5,Adam Chawansky,1717,1716,"This book started off intriguing, as it was clearly a first person account of his folly and foibles around a young girl dubbed Lolita. However, as the story dragged on, I found the story increasing dull. One, it uses a lot of French wordplay and literary allusions I didn't understand. Two, not much happens. For long stretches of the story you're exposed to a laundry list of places the characters visited without any real plot development. Three, by the time I was around 75% of the way through the book, I just didn't care what happened to Humbert or Lolita anymore."
5,Erskine,1719,1718,"I confess I did not finish this book. It creeped me out too much, so I put it down half way through. The writing was good, but I could not enjoy it. "
5,Dave Schumacher,1720,1719,"While a brilliant writer with beautiful and often funny prose, I found Lolita to be a rather tedious read. Maybe this was done purposely to paint an accurate picture of bizarre mind of Humbert, but I didn't need 300+ pages to get this point across "
5,Jennifer Madden,1721,1720,I think this was a two star when I read it. It is a disgusting story with fantastic writing. You can get into Humberts mind and understand how he thinks. Still not good enough to be considered a classic must read.
5,Shannah,1722,1721,I think I wanted to like this one more than I actually did. I am very glad I read it though. 
5,lauren,1723,1722,"Wonderfully written, but creeped me out way too much to really enjoy it."
5,Hannah Eiseman-Renyard,1724,1723,"
Dull, But Not Without Redeeming Features
It took me two years to power my way through this one. I'm a stubborn reader that doesn't like to leave things half-read - but believe me it was reading for grim determination rather than pleasure from about the first third onwards.My heart sank when it then appeared on my uni reading lists and I had to go through the bugger again, but reading it again has given me a slightly higher appreciation of it.There are some powerful descriptions, some beautiful turns of phrase, not to mention the uncomfortable subject matter is what good literature should be tackling - showing things from unusual perspectives and humanising the monster.My problem starts when dear Humbert Humbert goes on the road, and just starts listing hotels and the most uninteresting details for hours at a stretch. At my university they argued that this was a deliberate move by Nabokov to demonstrate something about the narrator. Knowing Nabokov it probably was, but it still lost me - and putting your audience off is not a good move as far as I'm concerned.Plus the wet fart of an ending. I know dramatic things happened, but by that point it felt like we were watching the action through a spyglass. Somehow, when the plot gets the most dramatic, it all feels bizarrely removed.Again, I'm sure Nabokov meant it that way, and I'm sure it's terribly clever, but beyond the opening lines of the first chapter, it bored me to tears."
5,Dottie ,1726,1725,It didn't get me raving. It didn't make me love Nabokov. It was fine -- I just didn't really get enthused.
5,Effy Weasley,1727,1726,"'i would like to describe her face, her ways - and i cannot, because my own desire for her blinds me when she is near.'disturbing and disgusting book - i feel kinda dirty after reading it.a lot of reviews say that it's a book that makes you feel bad for h.h. or sympathize with him but in my opinion that's not the case at all. i don't know what kind of book those people read but how can you ever sympathize with h.h.?those people say that he really loved lolita and what not but that's not true at all. it wasn't love. it was lust and that's all there ever was. he admits at some point that they didn't talk very much and that most of the time he didn't knew what was going through her head, what she liked etc. he wasn't a loving partner who is interested in every little detail about his girlfriend. no, he was just a paedophile interested in fucking a 12-year-old. the writing was hard to understand. half of the time i had no idea what the hell he was talking about. the book is filled with pointless descriptions - descriptions of things i didn't understand why he was describing them at all. h.h. seems a bit confused, he was just rambling on and on, throwing some french expressions into it (which i didn't understand either so another 5% of the book i didn't understand...), decribing everything at once and nothing at all.the story itself is rather boring - after lolita's mother dies they spent over a year on a road trip through america where it's always just h.h. drooling over lolita's legs or her skin or her smell or some sort of that. other than that nothing happens and it gets boring rather quickly. the character of h.h. himself is rather boring as well. he thinks of himself as this educated, well-read, good-looking gentleman when it's far more realistic that he looks something like george costanza. that's how i picture him anyhow. lolita is also a character without any depth. i get that she's just 12/13 years old but still the author could have given her a little more character than the stereotypical sulky and whiny teenager with interest in movie stars and magazines about them.the circumstances of lolita's disappearance and her resurfacing are also confusing and somehow hard to believe. she said that h.h. was raping her but then she runs away with another 40-something peadophile? and then she's suddenly married and pregnant with 17? it's just all very unreal... all in all, not as great a book as everyone makes it out to be. i don't know why it's become such a classic. it's not like there weren't people before nabokov writing about sex with children and those were far more graphic than lolita so i don't really get all the fuss about this book. definitely not worth the time. "
5,Zhanna,1729,1728,"If I had to rate this book on its writing, it would've been comparable to my top reviews. As my view of the book is too strongly influenced by its theme, I'm ranking it at the bottom. Know what you're getting into before starting this book. "
5,chucklesthescot,1730,1729,"Humbert has an unhealthy interest in young girls and when he goes to spend a summer in Ramsdale, he becomes obsessed with his landlady's young daughter Dolores. Dolores is happy to play with his affection when it suits her but has no idea that Humbert is in love with her. Humbert is forced to marry her mother Charlotte to stay in contact with the girl but a tragic accident will hand Humbert a chance to seduce his love.  I love the Jeremy Irons film and it was certainly closely based on the novel, unlike the original film. This book though was a bit of a long-winded waffle in that over-descriptive style that I just don't enjoy. There were some sections of good plot and flashes of humour, and parts of it were well written. I just got bored with the waffle in between."
5,Joshua Belice,1731,1730,"Not the easiest read, especially if you're not fond of the incest topic."
5,Julie Sikorski,1733,1732,Disturbing.
5,Amar,1735,1734,"Written in first-person perspective this is the story of a man's obsession (he would call it love) with a 12 year-old girl and of his various machinations for the continuous sexual abuse that ensues.At first I was shocked and repulsed by the subject matter and, in particular, by Humbert Humbert's detailed and explicit description of his desire for young girls. I trudged on, however, never entirely coming to terms with listening in on a pedophile's inner thoughts but finding nonetheless certain parts and aspects of the book enjoyable. Unfortunately, these, for me, were few and far between and were vastly overshadowed by the tediousness of the writing. Subject matter aside, I would find it hard to ever pick up another Nabokov book."
5,Bonnie Bryan,1736,1735,"I find the subject matter repulsive and the writing self indulgent, but I have to finish it!! "
5,risma anjarini,1737,1736,kalau baca setengah jalan masuknya kemana? haha. terjemahannya mm membosankan =/
5,Caffers,1740,1739,"I felt compelled to read the first half or so of the book. But by the latter part, I grew tired of Humbert Humbert. He had no redeeming qualities whatsoever; he was just creepy.I did enjoy the author's light writing style. "
5,Amanda Joyce,1741,1740,"May need to read this again as (honestly) I don't really see what the big deal is. Perhaps I just couldn't get over the high 'ick' factor. Lolita is an abused, selfish child and Mr. HH is not a psychologically well man. Perhaps that is the whole point...but...at the end of the day...it didn't knock my socks off. "
5,Theresa ,1743,1742,"After only two discs, I felt dirty. This one is a DNF."
5,Laura B.,1745,1744,"Ok, al personaje lo pueden tildar de pedófilo, pero la lolita no era ninguna santita..."
5,Brian Harris,1746,1745,"Book was good, just maybe at the wrong stage in life to enjoy..."
5,Michael Davis,1748,1747,"Since Nabokov insists there is no moral to the story, and that ""a work of fiction only exists insofar as it affords... aesthetic bliss, that is a sense of being somehow, somewhere, connected with other states of being where art... is the norm,"" I feel obligated to critique it on a purely aesthetic level. The wordplay is undoubtedly clever and afforded a good deal of amusement for the first 100 pages or so. By the time HH and Lolita hit the road, I was bored out of my mind. The book in its entirety is about as thrilling as 'Symphony in Yellow' by Oscar Wilde. Speaking of Wilde, 'The Picture of Dorian Gray' accomplishes Nabokov's ideal of good fiction without suffering the reader hundreds of pages of veiled descriptions of a pedophile groping his stepdaughter. The end, and the blessed new plot developments it brought with it, afforded my aftertaste of the book some of its new cleverness, but it didn't veil the repetitive nature of the story and the language that was meant to carry the entire narrative.Modern Library ranked 'Lolita' the #4 greatest novel ever written in the English language, and my girlfriend, a brilliant critic herself, would place it at #1. I don't think I'll ever see what they do in A Book Entitled Lolita."
5,Imas,1751,1750,"Alasan membaca buku ini karena penghargaan yang diterima, walaupun themanya bukan buku yang biasa aku baca. Tapi nampak nya terjemahannya kurang cucok untukku, mungkin bisa membedakan penilaian walaupun aku yakin ngga bakal jadi favorit juga.Novel Lolita dosebut-sebut sebagai mahakarya Vladimir Nobakov (1899-1977), penulis kelahiran Rusia yang menetap di Amerika Serikat. Lolita telah diakui sebagai salah satu karya sastra klasik dunia,namun sempat dilarang beredar karena dianggap tidak senonoh dan melanggar standar moral masyarakat pada zaman ituLolita merupakan memoar seorang profesor bernama Humbert Humbert yang menuliskan petualangan cintanya bersama Lolita. Begitulah, lika-liku kisah cinta terlarang seorang pria dewasa dan gadis kecil yang merupakan anak tirinya sendiri. Ceritanya cukup bikin mules dan mual."
5,Christin Rivera,1753,1752,I could not finish this book. I understand it is a classic. The story line was if interest and the writing is superb. But I just found myself dreading the that's 100 pages. I will get through it at some point. 
5,Richard Anthony,1754,1753,"Without doubt well written, however an decent understanding of French would be of benefit; great for lexiophiles, not necessarily great for the soul. This a book with no redeeming or redeemable characters, and as such, it is not a pleasant read, which as I understand it was part of the authors plan. "
5,Devyn Duffy,1756,1755,"Especially NOT recommended for survivors of sexual abuse.This book is horrifying, and the protagonist couldn't have been more loathsome if he had been written by D.H. Lawrence and portrayed by Jerry Sandusky. For a while I thought that Nabokov had written the story to scare people into realizing the depth of evil that surrounds us, but in an afterword he claims that he actually wrote the story because he felt like writing it.The story is not a love story in the slightest. It has nothing but rape, molestation, psychological torture, and sociopathy, all serving no purpose.If this book hadn't been widely regarded as an essential classic, I'd have stopped reading within the first 20 pages. There is nothing beautiful or meaningful about this book; it is just awful, awful, awful."
5,Lily M. Lopez,1762,1761,"Estoy segura que no todos los pedófilos son iguales, pero es interesante tener un atisbo de lo que podría ser la mente de uno de ellos. Bastante obsesivo Humbert Humbert, de doble moral, acusando a otros de sus mismos pecados. El personaje de Lolita no me terminó de agradar, pero hubo momentos en los que sentí mucha pena por ella. Al fin y al cabo, libido y todo, era una niña. Entiendo por qué el libro escandalizó en su momento; si bien no es explícito, sí se sobreentiende el contenido sexual del mismo. El final me resultó un poco simple, pero igual fue una buena lectura."
5,Helena Duque,1765,1764,"[PT]""Lolita"" tem uma linha de história cativante - um romance entre um homem adulto e uma pequena de treze anos que aifnal andava a usá-lo (ela andava a usá-lo a ele, rapariga inteligente!) para ficar com outro, tão velho como o próprio protagonista da história. No entanto, a sua escrita e a sua desenvoltura não foram suficientes para eu gostar da história - as longas descrições, a obsessão de Humbert e o enfado com que via o mundo à sua volta (apenas o mundo à sua volta porque o ""seu"" mundo era Lolita e essa de enfadonha nada tinha!) foram as situações que me afastaram do encanto do livro. Admito que Nabokov é um excelente escritor, rigoroso e inteligente mas, pessoalmente (e podem-me considerar o que vós bem entenderdes), isso não é tudo. Para um livro ser bom, na minha prespectiva, precisa de ser cativante, viciante, ficar a querer lê-lo até às quatro da madrugada quando tenho compromissos às oito da manhã, é querer ler mas ficar com pena quando chego ao fim, é relê-lo quatro e cinco vezes e, mesmo assim, achar aquele livro um bom amigo - e isso não aconteceu com esta história."
5,Ephrem,1770,1769,"Good reads rating scale describe 2 stars as ""It was OK."" That's just how i felt about the book after finishing it."
5,Brainarchy,1771,1770,"My rating's justification: the story - one star; the writing technique - three stars. Unless you are the one and the only Marquis de Sade, even if you are Vladimir Nabokov, do not write such a horror-disgusting book!"
5,Bryant,1773,1772,I will read Nabokov no more forever.
5,Diane Gihring,1775,1774,"I think this is an interesting book to discuss in the context of Post-Modernism and the role of the narrator. I read this for grad school and the major question we discussed is whether or not the narrator is telling us the truth or is he presenting ""his"" truth to us, or is her purposefully misleading the reader. When I had that question to ponder when I was reading, then I became more interested in the book.Before the 20th century, the reader trusted the narrator implicity, but with all of the experiementation of Modernism and then the total distrust of all things during Post-Modernism, we can no longer trust the narrator implicitly to tell us the truth.But the subject matter is on the creepy side, an old man attracted to a young teen, and manipulating the situation so that they can be together. He plays mind games with her, molding her to be what he wants her to be. She manipulates him too.Definitely not a fun, feel good novel!If you are serious about the literary process, Post-Modernism, psychological mind games, then this book might be for you.And of course Sting mentions the author, Nabokov, in his song ""Don't stand so close to me"" so it is good to get the context of that line :)."
