,,Unnamed: 0,X,review,user
2,871,871,,"Struggling, powering through this..But God, is it bland. Sure, the descriptive narrative is crisp. The idea concisely portrayed. But the characters bore me to tears. The story itself is like old-age: Painfully long and cranky.I tried. I really tried. For those of you who made it, those of you who gave this 5 stars..I honestly admire you. You are very patient. And politically inclined :-S",Theresa Koltes
2,875,875,,"This doesn't feel like as accomplished or perceptive as Orwell's best work, like his essays, Burmese Days, Homage to Catalonia or The Road to Wigan Pier. For a start, the characters (especially Julia) feel underdeveloped, and there's too much emphasis on plot. More frightening than the story (which is, no doubt, scary) is the fact that everyone who has read it - and many who haven't - will repeat zombielike about how prescient it was. It was never Orwell's intention that this anti-Stalinist cartoon would distract people from what's actually going on in the world, but that's what's increasingly happening.",Laurence Thompson
2,877,877,,"It is not terribly good as a novel. As a political or sociological statement, I am not sure: I have spent my entire life being told the book means one thing, but coming to it after reading the first few chapters of 1Q84 it appears something else entirely. I am not sure if this ambiguity is the fault of the book or merely a point in proof of Andre Gide's statement, “Everything that needs to be said has already been said. But since no one was listening, everything must be said again.” Reading the one star reviews is evidence for the latter- Millinneals (and one on the cusp of Gen Z!) are quite good at calling their elders on true BS. If this is a book about the state taking away choice, why is the only place where that occurs so absurd? While the realistic items are about individuals renouncing freedom for a prize. Indeed, the book has surely become something it was not at its creating. Now off to see what 1Q84 makes of it.",loafingcactus
2,878,878,,لو أن الرواية صورت على هيئة فلم سينمائي من ٩٠ دقيقة لخرجت منه في الدقيقة ٦٠ .توي خلصتها.. أيام احامل نفسي على قرائتها بسبب شهرتها وتغني الكثير بها! لكن لي أن اقول الأن وبعد أن اتممتها إنها فكرتها الخام عظيمة ووصف الدولة المتغولة بارع وأساليب الحزب ووصفه إلا أنه بعمومها (مملة وكئيبه ومحشوه بالتفاصيل التي لا تخدم المعنى الذي تريد أن توصله).. بياااخه!,Mohnad Alshareef
2,879,879,,The idea of the book is better than the book itself. Read the first few chapters then switch to the cliff's notes.,Phil
2,880,880,,"I don't really know what I make of this book. At times I did feel like there were some glimmers of brilliant insights into people's behaviour and society. And technology! Can't believe how lon ago it was written. Also, each time I felt the book was going somewhere exciting, it didn't. But mostly, this book left me a bit confused and even a little scared.",Shahrun
2,882,882,,"Its difficult to hate a classic - however, I must say that this book took me forever to read and the first half put me right to sleep. Once Julia came into the picture, it got much more interesting, I must say. However, it is dystopia and there is no way that I wouldn't be able to like it even remotely. Overall, amazing writing and good plot. I just wish that the first part had been a little more... thrilling. ",Savannah S
2,883,883,,i just could not make it through this book. i'm sure it was a good one. i'm just sure of it...,Barbara
2,884,884,,"I found this book to be interesting because the author was able to predict some aspects of society that came true. However, the book was not engaging and I was disappointed at the ending. Perhaps for someone who lived in the time when it appeared the book was describing seemingly impossible technological advancements that became a reality, it would be captivating. But, for me that technology seems obsolete and I have a hard time envisioning a world in which it would be otherwise. Dystopian",Kati Hage
2,885,885,,"Its not a good read. But its a story that you read because its referenced every where. No, I wouldn't read it again. But now I know what its about.",Ferna
2,886,886,,"Couldn't give it a one star because it's obviously a classic. I didn't enjoy it at all. It put me to sleep within pages, though that could be the new infant that is making me sleepy.",Kristine Raugust charette
2,887,887,,Not stellar- a slog to get thru,Renee Fleming
2,888,888,,"Only mildly interesting, at first, but my attention quickly fell. I put the book aside to return and then decided to give it one more shot and was very soon disappointed. Though language was a problem, the views on sex and the near constant reminder of it was more then I was willing to waste my time on.",Sheralyn
2,889,889,,"Read a long, long time ago. I am aware that this is a classic, but the middle section is just not enjoyable at all. ",Gareth Davies11
2,890,890,,I found this book mesmerizing and masterfully written. But it was so scary and depressing that I didn't like it. It's one of those books that I would recommend to broaden one's thinking. But don't expect it to be pleasurable. ,Lauree
2,895,895,,I think this book was not interesting at all. the beggining felt like it was taking forever to have a good moment. the author used to many words to describe things. i dont really recamend this book to any american that really knows what action is. i pefer the planet of the aps first movie than this book. two stars for making me read it to page 45 then quiting. i got a lasalle because of the books bordness!!,Benjamin Rivera
2,896,896,,Not what I was expecting. I really did try to like it but it got to a point where I couldn't follow with the political aspect of the plot anymore. ,Selma Elmi
2,898,898,,This book was very hard for me to follow. There were parts in the novel that I was unsure of the point which George Orwell was trying to get across. Winston the main character in the novel is against the world which he lives in. The government is completely totalitarian and those who do not comply with the government are hunted down and totured. This is exactly what happens to Winston. He holds a book of secrets about the government. This book is so dangerous that Winston is caught and tortured over it. After brainwashing has taken place Winston is allowed to return back into society. He no longer hates the government for which he lives in. He is free to live his life under the rule of the government. I think this is an alright book. The literature within it is very hard to follow at times. Once the reader is able to distingush the reading they then find out what the book it all about.,Melissa Mclaughlin
2,899,899,,I expected this book to be so good but found it pretty boring and not all that interesting either. I guess it was a more interesting concept when it was first published.,Corylyn Dimmer
2,900,900,,"this book had a very good plot and the message it gave was very strong and prefound. i enjoyed it to a point, but once i got to the middle of it the story itself got somewhat repetative untill the very end. ",Meagan 
2,901,901,,"1984 depicted an unique way to view government. In many ways, people could argue that the government portrayed in this book is similar to that of the modern world. Though the book had many intresting points, I did not care for the story line, it was confusing and pointless in some aspects. It wasn't relevant to what the book was trying to say, and honestly, it was gross. It was fine reading once, but I certainly wouldn't read it again. I would recommend his book to those who are intrested in distopian societies, as well as those intrested in controlling governments.",Kayla Curry
2,904,904,,"I started out really excited to read this book because it was dystopian (which I find really interesting) and yet it was an assigned reading book. But as I started it, it got pretty creepy and I no longer looked forward to reading it. It got really repetitive and despite the fact that it had a really deep meaning, the end was sort of a let down. There were a lot of loose ends and I just generally thought it was weird.",Clare Gilmartin
2,905,905,,I didn't enjoy this book very much and am glad that it is fiction!,David Carroll
2,906,906,,"Was wholely unimpressed by this ""classic"" although that may have something to do with GCSE English ruining everything it lays its little hands upon... The story was tedious, incredibly political (issues of which i had no interest in at the time), and generally picking it to pieces never actually helps a book you haven't had time to absorb and consider in totality first. Put me off reading Animal Farm, although one day i may give it a shot, for I am now a much bigger fan of ""clever"" writing.",Lizzy B
2,907,907,,"The concept of life in another reality is of great interest but all in all the book is very dry. The characters had no hook and there wasn't really a strong enough plot to pull you in. I read the book in school but this time around, in the end, I gave up 2/3 of the way through (something I NEVER do). Next....",Sophie Hewson
2,908,908,,I read this book for English IV Honors first semester of senior year. The beginning of the book was very confusing and just made me want to put the book down and never read it again. After the about eighty pages it began to get interesting. The overall experience of the novel was still strange to me. I did not like how there were so many rules and regulations that they had to live by. This was not a great book for me. I just really didn't like the setting of the book and the whole concept. It was required for me to read so therefore I had no option but to read and finish the novel. ,Abby Hall
2,909,909,,"Certainly a classic and I can see why. Yet, some parts of the book didn't make sense. For instance if the Party controlled the past by its consistent rewriting, how could Winston read a book giving an historical, political science of the party and the world? Surely Winston would have understood very little of it - it might explain why Julia fell asleep! - particularly as the ideas, issues and features discussed in the book would have been alien to Winston and certainly Julia.",Antony
2,912,912,,"The book has a intresting concept as a whole, but i still feel the characters are really shallow, reading 10 pages in total of 235 that are pure quote's from a book the main character is reading just felt like overkill.Overall i guess it's a 'ok' book, it however is definately not what i was expecting from all the people that told me to read it cause its such a great book.",Terence
2,913,913,,"ასეთი სამყაროს არსებობა შეუძლებელია იმ ფორმით, რა ფორმითაც წიგნშია აღწერილი. იგი ადამიანის ბუნების საწინააღმდეგოა და ვერასდროს იარსებებს ასე ხანგრძლივად და ასეთი მასობრივი ფორმით.ასევე დაშვება იმისა, რომ ""პროლები"" არა მოაზროვნე, ""მდარე ხარისხის"" ადამიანები არიან, და რომ მათ არ ანაღვლებთ რა ხდება ქვეყანაზე და რომ მხოლოდ ჭამისა და გამრავლებისათვის ცხოვრობენ, საწყისშივე არასწორია.თუ მოხდება მცდელობა მსგავსი სამყაროს შექმნისა, ის ჩანასახშივე განადგურდება.",Mariam Talakhadze
2,914,914,,"یادداشتی نقادانه، نسبتاً بلند و کاملاً شخصی درباره ی کلیتِ ""هزار و نهصد و هشتاد و چهار"" نوشته ی جورج اوروِل و کتابهایی از این دست:چارلز داجسون، یک ریاضیدان و فیلسوفِ مشغول به کار در دانشگاهِ آکسفورد، در اواسطِ قرنِ نوزدهم نظریاتی مبنی بر احتمالِ وجودِ دنیاهای موازی و امکانِ جا به جایی میان این دنیاها را در محافل علمی مطرح کرد. ابتدا در انجامِ این سخنرانی ها مردد بود و عکس العملِ دیگران نیز او را از کرده ی خود پشیمان کرد. او رساله ای در بابِ این نظریه، به شکلی داستانی نوشته و بدونِ درجِ نامِ اصلیِ خود منتشر کرد تا توانسته باشد ایده ی جالبِ خود را به محافلِ غیرِ آکادمیک منتقل کند. موفقیتِ کتابِ اول باعث شد که داجسون شش سالِ بعد، ادامه ای بر آن کتاب نوشته و روانه ی بازارِ نشر کند. کتاب های ""ماجراهای آلیس در سرزمین عجایب"" و ""درونِ آیینه"" به ترتیب در سالهای 1865 و 1871 با اسمِ مستعارِ لوییس کارول به چاپ رسیدند. ""ماجراهای آلیس در سرزمینِ عجایب"" تا امروز هم از بهترین نمونه های مطرح کردن یک نظریه بر بسترِ داستان محسوب می شود. به نظر من، مهم ترین دلیلِ موفقیت و جاودانگی این اثر، شناخت و استفاده ی درستِ داجسون از قواعد و امکاناتِ ادبیات داستانی بوده و نه تسلطش بر علومِ تئوریک. نویسندگانِ دیگری هم هستند که بدونِ اشاره ی مستقیم به مضمونِ موردِ نظر و حتی بعضاً با اشاره ی مستقیم به مباحثِ تئوریک، به جای پُرگویی و اظهارِ فضل، ""داستانی"" روایت می کنند که به شکلِ هنرمندانه ای حاوی مفاهیمِ پیچیده ای نیز باشد. کسانی چون آلبر کامو(که پیش و بیش از آنکه نویسنده ی کتاب های داستانی باشد، یک فیلسوف است)، کسانی چون گوستاو فلوبر و لئو تولستوی(که دغدغه های تربیتی خود را بدونِ دادنِ نصیحت های بیش از حد و موعظه های اخلاقی واردِ نوشته ی خود می کنند)، امیل زولا و ماریو وارگاس یوسا(که با رمان هایشان در واقع تاریخِ اجتماعی وسیاسیِ مللِ مختلف را به شکلی زیبا و بسیار ""داستانی"" تصویر می کنند) و یا کسانی چون فئودور داستایفسکی و فرانتس کافکا (که تفکراتِ فلسفیِ شخصیِ خود را به همراهِ دیدگاهها و تحلیل هایشان از رفتارِ انسان از راهِ روایتِ داستان هایی جذاب به خواننده ارائه می کنند) و البته یوستین گاردر که به نظرِ من مثال خوبی برای داستان گوییِ موفقیتِ آمیزِ یک غیرِ نویسنده ست. با کتابی که مضمونش در نگاهِ اول هیچ پتانسیلی برای ""داستانی"" شدن ندارد. او با دنیای صوفی ثابت کرد که حتی تاریخِ فلسفه می تواند جذاب باشد. اما کتاب هایی هم هستند که گویی به عالمِ ادبیات دخیل شده اند و هر کاری می کنند به جز روایتِ داستانی جذاب برای خواننده؛ تنها کاری که به نظرِ من اساسِ یک کتابِ خوب است. برای من به عنوانِ یک علاقه مند به ادبیات، نظراتِ آلوده به همزاد پنداری های بی جا و نگاه های بیش از حد جامعه شناسانه و بسیار استعاره آمیز درباره ی یک اثر، نشان دهنده ی یک چیز بوده؛ این که آن اثر فاصله ی زیادی با چارچوبِ مدیومِ خود دارد. به اعتقادِ من کسانی که تمامِ هنرشان استعاره پردازی های بیش از حد و ایجادِ توهمِ ارتباط با مقوله هایی بیرون از داستان، بدونِ ایجادِ پیوستگیِ حقیقی و درونِ چارچوبِ روایت است، شایسته ی هنرمند نامیده شدن نیستند. متاسفانه و معمولاً این طیف نویسنده ها همواره ایده های نابی برای نوشتن دارند که این امر سببِ دو چندان شدنِ تاسف به خاطرِ از بین رفتنِ یک ایده ی بکر می شود. رمان هایی هم هستند که پس از خواندنشان، برای حسرت خوردن به جز ایده ی از دست رفته، دلیل یا دلیل های دیگری هم داشته ام. برای من هزار و نهصد و هشتاد و چهارِ جورج اوروِل، بهترین مثال برای چنین کتاب هایی ست. کتابِ ""هزار و نهصد و هشتاد و چهار"" را پس از تعریف ها و پیشنهادهای زیادی که از سوی دوستانم به من شد، به دست گرفتم. اکثریتِ کسانی که کتاب را خوانده بودند آن را یک ""شاهکار"" می خواندند و از همزاد پنداریشان با قهرمان و جامعه ی کتاب می گفتند. اوروِل تمامِ تلاشِ خود را می کند تا پیش بینی های منحصر به فرد و جذابی از آینده ای (به زعمِ خودش) مشخص ارائه کند؛ اما این رمان که به همراهِ اثرِ دیگرِ اوروِل (قلعه(مزرعه)ی حیوانات) طرفدارانِ بسیاری در کشورهای جهانِ سوم و یا تحتِ سلطه ی نظام های ایدئولوژیست مانندِ ما دارد، در فضاسازی و خلقِ شخصیت های جذاب و توصیفِ وقایعِ داستانی به معنای فنی آن ناموفق عمل می کند و به دامِ ایجادِ توهمِ جذابیت با ارائه ی آن پیش بینی های محتمل از این آینده ی محتوم می افتد. پیش بینی هایی فرامتنی که کتاب از ایجادِ اتصال با استفاده از زبانِ ادبیات و داستان میان آنها و دنیای امروز عاجز است. از روی تکرارِ بدونِ هدفِ این تئوری ها می توان تشخیص داد که حتی خودِ اوروِل هم مسحور و مبهوتِ قدرتِ مثال زدنیِ خود در مجسم کردنِ یک نظامِ طاغوتی می شود. ناامید کننده ترین نکته ی این کتاب برای من به جز هدر رفتنِ یک ایده ی مرکزیِ خوب، در خواندنِ بخش های مربوط به زندان بود که ""داستانی""ترین بخش های کتاب هستند؛ چرا که تنها با خواندنِ آن بخشِ کوتاه بود که متوجه شدم اوروِل که یک جامعه شناس و نظریه پردازِ مهم است، می توانست یک نویسنده ی فوق العاده خلاق نیز باشد. اینجاست که من به عنوانِ یک خواننده افسوس می خورم که چنین ایده ی پر مایه ای با آن پتانسیل برای تبدیل شدن به یک اثرِ جاودان(به دلیلِ درست)، به یک رساله ی ضد آرمان شهری تقلیل یافته و به دستمایه ای برای نقل قول های سبک و کم مایه در شبکه های اجتماعی برای اظهارِ فضل بدل شده است.",Rasool
2,915,915,,"It was quite interesting to read how George Orwall thought about how the World was going to be like in the future. This book made me think about social control, safety and security. Some issues I recognize during this time are that many things we do on the internet is getting saved somewhere.In many cities and shops in the world you find cameras nowadays. Like in the story,are we in the picture. This story tells us what can happen if you are opposed to a party and how the leaders will act if you do not listen. A motive that I found was pressure. Winston and many other people felt pressure on their shoulders. They could not have an own opinion or be themselves. Orwall discribed very well how Winston was thinking and that made it easier to understand how he was standing in the situation. I would not recommend this book directly, because there happend so many horrible things and unthinkable situations in the story. The language was difficult, with many additives and because of the fact that the author wrote a lot of details was it hard to get the full attention to the story. ",Sanne
2,916,916,,I read it for school...I wish I hadn't. certain parts of this book really got under my nerves but I loved the overall message behind the story ,Samantha Nelhams
2,917,917,,"I had wanted to read this book for several years, but will admit that I was disappointed. It was very tedious reading and I plowed my way through it just to say I had read it.",Carolyn Cannon
2,918,918,,"It was a good book but it took way too long for it to start becoming interesting. Parts 1 and 2 were very boring, the only good part was part 3. ",Martina Blue
2,920,920,,ﻻ أصدق أنني أخيرا انتهيت من قراءتها .. بالمناسبة نسختي صادرة عن المركز الثقافي العربي وعدد صفحاتها 351هي رواية صعبة وثقيلة .. جوها خانق جدامملة في كثير من المقاطع ..خصوصا في الأجزاء التي سردت بعض فصول كتاب غولدشتاين ..أحسست بأني أقرأ كتاب سياسي معقد ﻻ رواية ..لم تناسب ذوقي ولم تعجبني .. ولن أرشحها لأحد ليقرأها .. لأنني وجدتها غير ممتعة ..أحببت جورج أورويل في مزرعة الحيوان أكثر ..في النهاية أقول .. تبا للأخ الكبير وكل ما هو على شاكلته..,Amna
2,921,921,,"read We by yevgeny zamyatin, and you'll see that beyond his prose being a frightening bore, Orwell was a straight up plagiarist.",Kaytee
2,925,925,,"Okay, this book is basically a warning about what can happen to the socialists if they become too socialist....which is, what? Totalitarianism? I found it a bit unrealistic...obviously, but even as a political warning I thought it a little far fetched. but then I read about George Orwell and how he was a socialist and he lived in the tumult of that in the 40's so it makes it a little more understandable. It was kind of boring at times and a the imagery at the end was a little violent for me. Overall I thought I would agree with the principles....maybe I was thinking it would be more of an Ayn Rand read. Oh well.",Missy
2,926,926,,"It is astonishing to me, given the content of this book, that it was written when it was (1948). I thought people back then were innocent, naive. This book openly talks about things that I thought were kept hidden in dark corners back then (rape, for one). I disliked this book for those reasons, I found the content highly disturbing. I also disliked it for the terrible ending.The one redeeming value of this book in my opinion is the fascinating discourse on the human mind, what it is capable of, and what other people can force into it.",A.
2,928,928,,"I read this book in jr. high or high school. I should probably re-read it now, with the benefit of years, but with so many others out there....",Kristin Brown
2,930,930,,i really did not enjoy this book mostly because i had no clue what was going on and on a lot of pages i didnt know most of the words. I probably could have liked this book more if I understood what was happening and what they were saying. I also did not like the amount of sexual contact they had in the book. I would not reccomend this book to anyone under the age of 16.,Zach
2,932,932,,"OK, just a little too dark for my tastes.",Den Slader
2,933,933,,رواية تمنيت أن أنهيها قبل اليوم بكثير وحشية .. كئيبة .. رمادية أعطيتها فرصة حتى السطر الأخيرلكن لم أقتنع بالعبقرية التي تحدث عنها كل من قرأها كرهتها لأني لا أحتمل هذا النوع من السوداوية,Daniabahdela
2,935,935,,فكرة الرواية رائعة لكني وضعت لها نجمتين لما فيها من مبالغة وإملال في تصوير دولة الدكتاتور التي باتت اشبه بتصوير كاريكاتوري,Osama Abdel Qader
2,936,936,,"This is my least favorite book of all time. The information was overwhelming, the content was quite dull and it was so beyond the realm of truth that it was entirely too confusing. I think the plot idea was decent but don't feel that it was well executed. ",Jena Thorp
2,940,940,,I don't remember all that much about this book except that I was bored during much of its duration. ,Kasey
2,941,941,,"With all of the great reviews for this book and it being a must read for so many people I must say that if fell short of the hype. The characters were bland and uninteresting, the plot was alright but ultimately never really went anywhere. Sure he could have had the ending be upbeat or they could have changed or fought big brother but that would have been going against everything he was building up. You can't beat the government. It's an interesting cautionary tale however I often had to force myself to keep going. I mainly finished the book because I didn't want to waste all the time invested in getting so far into it and not follow through. To be honest I loved the idea of the book and it started off well enough but it dropped off and didn't recapture my interest. Overall it was only ok.",Phillip
2,943,943,,Not a world I would want to live in!,Carolynybunny
2,944,944,,"Definitely more of an essay than a novel. Very repetitive and nothing is open to interpretation. Interesting thoughtful ideas though. The writing style just was not my cup of tea.Also, the way Orwell writes women is disgusting. The women are all either repulsive or dumb. I don't care that it was written in the forties. Tolkien wrote awesome women, that was in the thirties. ",Amanda Korz
2,946,946,,"I really was excited by the premise of this book, and how it relates to our lives especially given the age of release. I was left disappointed however, I found the book extremely slow to start with and it never picked up any sort of pace. Perhaps I am missing something, but I found this book to be especially tedious. After a while I found it a struggle to get through as I did not look forward to reading it. ",Garry Hill
2,947,947,,Tedious. That is all I can say. ,Janna Huyler collins
2,948,948,,"A frighteningly totalitarian vision, but definitely not as subtle or prescient as Huxley's Brave New World.",Joel Gn
2,951,951,,"Dit boek stond al zeer zeer zeer lang op mijn te lezen lijst. Ik weet niet goed waarom, maar ik wilde het lezen. Wellicht gewoon ""omdat ge sommige boeken moet gelezen hebben"". En ik ben ook blij dat ik het gelezen heb, maar ik denk dat het niet het goede moment was om te lezen. Ik verklaar. 1) Ik heb er drie weken over gedaan. Dat is heel lang voor mij. Dat is dus geen goed teken. Het is ook zo’n negatief geladen boek natuurlijk, daar had ik niet altijd zin in, eigenlijk.2) Ik viel bijna elke keer in slaap na drie-vier bladzijden als ik in bed las. Dat had ook te maken met het feit dat ik me de laatste weken gewoon echt vrij slecht gevoeld heb, mentaal en fysiek. Dan val je in slaap van kapotheid, blijkbaar. Maar los daarvan vond ik de schrijfstijl ook gewoon niet bevorderlijk voor mijn leestempo. Ik had het gevoel dat het verhaal maar niet vooruitging. Dit had best spannend kunnen zijn, maar dat was het dus niet. Ik vermoed ook dat dat niet de bedoeling was van de George, maar toch, weer een minpunt.3) Ik wil het genre 'dystopische boeken' nog niet volledig afschrijven, maar na 1984 heb ik toch wel de indruk dat het genre mijn ding niet is. Ik hou bijvoorbeeld wel van wat maatschappijkritiek af en toe, maar liever met een vleug sarcasme. ",Kelly Eeckhaut
2,952,952,,"I finally read 1984, and I thought it was just okay.1984 felt more like an essay than a novel at times, and while I thought a lot of the ideas were interesting, it was hard to get into. Honestly, I was really bored when reading it, especially when Winston starting reading the book. Parts of were easier to get through than others, but overall, it wasn't as interesting as I expected. 1984 is certainly an important book, and a government that rewrites history and watches your every move is not only creepy but something that I could see happening. The references to Big Brother make a lot more sense now, and I certainly get why the book in general is referred to a lot.There's certainly a lot of describing going on, and I think that contributed to a lot of my boredom while reading it. I will admit that it's not for me, and I get why people like it. I'm still glad I read it, and I can certainly appreciate how relevant it still is, as well as the influence it has on the dystopic genre as a whole. It's a book that I never had to read in high school, and while I am glad I picked it up on my own, I'm also glad I never had to read it in high school, because I'm pretty sure I would have HATED it if I did.1984- not my cup of tea, but I get why it's considered a classic.",Nicole (Reading Books With Coffee)
2,961,961,,I found this pretty boring. I also couldn't stand Winston and Julia and I didn't agree with O'Brien's theory of history. The dystopia isn't any more convincing than the Christian regime in  The Handmaid's Tale,Christina Maria
2,963,963,,"I swear I read this in High School, but apparently not. While I remain intrigued by the fact that this was written in 1948, when the totalitarian state was a distinct possibility, I found this less than enthralling.",Meg
2,964,964,,Depressing. ,Amanda Determan
2,965,965,,"I'm big on reading up on anything about ""big brother"", government, corruption, etc. And I would've been fine with reading this had it not been presented as a ""story"" It holds loads of truth to it and George Orwell is fantastic at what he does. But this particular ""story"" just had a terrible core. The characters were too random and I didn't feel invested in any of them. The ""love"" scenes were the most awkward ones I've ever read lol Any book that I have to start over 5+ times because it keeps boring me is not a book I would read again. Seriously, it took me 3 months to read it because I kept picking up other books instead. It was an ""ok"" read and that's why it get's 2 stars.",Rubi
2,966,966,,"Ok, I know this book is a classic. That's why I decided to read it. You know, see what all the hubbub is about. But I have to say that I didn't really enjoy the book very much. It's not a bad book, .. I think I just read it 60 years too late. Had I read it around 1949 when it first was published, I probably would have been drawn deeper into the whole ""Big Brother"", ""The Party"" fears and really gotten into the book more. Also, I kind of like a story that has some good things to happen to the protagonists. However, Winston Smith has no such luck. He lives in a society that controls everything to the extreme. Even certain thoughts are illegal. It is truly a negative Utopia. I don't think it's giving anything away, (the book is over 60 years old after all), to say that Winston Smith isn't a hero and he doesn't change the world he lives in. This is the story of Winston Smith and his relationship Big Brother. Worth a read, but not at the top of my list.",Brad Barker
2,968,968,,"Hated every minute of this book and, upon reading the last sentence, promptly threw the book across the room and screamed...BUT, it did stick with me I guess. Oh well, not even 1984 could compare to the tedium of reading Conrad's Heart of Darkness my Senior year in HS.",Teri
2,969,969,,"Over time, I believe it lost its impact. It's hard to read as there is really nothing exciting. It's too dark and depressing that I kept wanting to put the book down.",Alana Saunders
2,972,972,,"By the time it got to the rats I couldn't careless what happened to Winston, he was such a whiner. I'd rather read the book from Julia's perspective. ",Felicia Empey
2,977,977,,"This book reinstated my belief that classics are, indeed, hyped.Half way through the book, and there was no plot- only descriptive essays about dystopia. It might have been a hit back in 1948 because the idea was so unique and brilliant to pitch to almost anybody living in the post world war setting. But the bars which we meet today are much higher than that.Pioneering the concept of the big brother, an authority which abuses absolute surveillance, the book will surely get the blue side of you.But for how long can you keep reading a detailed description which goes nowhere? I had to leave it at 50%.",Inderpal
2,978,978,,Not my cup of teait was interesting at first but in the end it just started to get boring.although compared to other books i have read for school this is the most interesting. I actually finished it.,Sura
2,980,980,,"The point of this book is to make us think, but, I found myself with very little reaction to any of the ideas being thrown around by Orwell. If I had much of a reaction it was to the stupidity of Winston when he blindly trusts O'Brein. Annoyance for Julia for only rebelling in because she wanted sex. Disappointment when the old man turns out to be the Thought Police - that I did not see coming. Unlike the rest of the book. Sure, I couldn't give you the exact details about what would happen before I had read it myself, but there was nothing unexpected outside of the Old Man, which even then, I could have deduced on my own. Some works can get away with predictability, but the characters need to be interesting. Not so here. 1984 was better than most of the books school has forced upon me, and there is no loathing of the book as I set it down, but, it was not particularly liked by me. ",Autumn
2,981,981,,"This leaves me puzzled. As much as I do belive that this book was genius when it was written and published I find it boring and uncreative nowadays. I dont think that his Idea worked out well as a novel and the characters seem to be all alike and not different in any aspect. Specialy Julia is the most boring and flat character I have ever read about. He tried to disguise a communist regime as a futuristic controlling, horrifying government and failed in trying so. It´s a clear criticism of communism as the animal farm. His Ideas were kinda entertaining and kinda intresting but the storry he plotted around his Idea was badly written, boring and not entertaining. ",Nico Lenz
2,982,982,,"For all the important qualities of the novel, I was half the time uninterested. There were parts I was wholly invested, other times I couldn't keep my mind on the page or topic and had to reread (often). It took me so long to begin this book I have read other novels (better) and seen movies (more gripping) that shared the same purposes so it seemed old news. It was well written (at lest ended up that way) but I feel more time was needed to invest in the characters. Half the novel was solely on the society instead of characters in the society and I wanted more. The ending was a nice touch... Finally an ending that would seem true to the story. Kudos for that. I would definitely reread it, simply for the novels philosophical intentions and less for a gripping fiction novel.",Blaine
2,983,983,,"I actually didn't finish this. I know its somewhat reprehensible but I could see where the story was going and I just wasn't up for it. So I put the book down. I mean I read most of it, but I'm just not very good at accepting sad endings, the snowman ruined me for life. Umm.. so yeah.",Genevieve Finerty
2,984,984,,"I read this last summer and gave it three stars, but now I am changing my rating to two. When I first read the book, I disliked the story and characters, but felt that it was well-written and accomplished its purpose. Now in retrospect, I see that if I still rant about how hopeless, depraved, and meaningless this story was, there is no reason for it to have a ""liked it"" rating, and I should fix that.I would never recommend this book to anyone as a pleasurable reading experience; the only reason to read this is to have a literary and cultural experience. If you want to read a classic dystopia with a more ideologically accurate vision of modern society and some sense of meaning and hope, go read ""Brave New World"" and forget about this novel.",Panda Incognito
2,986,986,,"The main things that are interesting about 1984 are the prescient depiction of an invasive surveillance state and some of the little setting details, like the deliberate mangling of language and passing mention of super fortress battleships. The characters and events in the story are actually pretty bad. Winston Smith just doesn't have the courage or moral fiber to be an effective protagonist, not even in the role of a failed hero who succumbs in the end. His failure wasn't only inevitable, but not even emotionally compelling. I value 1984 more as a warning and a wake-up call than an enjoyable work of fiction.",James Walker
2,987,987,,A good book to re-read years after the high school required reading days and ponder how things could be.,Taj
2,988,988,,خيبت ظني وهذا ليس بعيب وارد فيها وإنما لروعة مزرعة الحيوانات، رواية أوريل الأخرى التي أراها كنسخة أخرى ل١٩٨٤ لكن بشكل مطور وأعمقرتم الأحداث بطئ وقسوة النظام ومكره أُسهب فيها الكثيير.النهاية ربما هي ما خلبت لبيوتركتني مأسورة في ثنايها أحقاً تلك نهاية كل عقل سليم؟حازت الرواية على إعجاب ونقد لم يسبق له مثيل والكثير يؤكد أن عبقرية أوريل تتجلى في قدرته بالتنبؤ. كم كان العالم مرعباً فيهاوهو كذلك حقاً خارجها.,Ikhledh
2,989,989,,Was a chore for me to get to the end of. I have no doubt that it was a great book for the time it was written but just doesn't stand the test of time.,Matthew Khan
2,991,991,,"I've read the reviews and so I have an idea of what the book is about. Then I decided to read it. It's not a very hard read, but it's just soo slow that I had to kinda force myself to read it, but then I stopped caring half-way through the book.So my two stars aren't so much for how bad the book is - I can't review the book's content since I never finished it - but the two stars are only for the fact that I did enjoy the content and thought it was definitely interesting, but it was just too slow for me.",Sabah
2,993,993,,"During the month of April I read 1984 by George Orwell. It is dystopian novel that was based off a ""negative utopia"", that is a startling vision of the world. Winston Smith,is employed as a records editor at the Ministry of Truth. He was very depressed and even oppressed so he then starts a journal of all of his rebellious thoughts against the party. The bad thing is, is if they discover the journal, they would execute him. So, Winston only writes when the view of the telescreens aren't in a certain place in his house. Winston becomes curious about ""the brunette""(Julia), a machine operator in the fiction department. One day he received a note and it said ""I love you"". They had a secret love affair. As they fall deeper in love, he realized that things don't seem right. He wanted to know how and why the society was created. You would think he found out, and lived happily ever after? See what really happens. It is something you would not expect! This book gives you trouble to keep reading after page 30. It really isn't interesting, but give it a chance and it isn't so bad. I enjoyed the book! It really kept you reading and it will keep you wanting to know more. I recommend this book to young adults and teenagers! It is a great book. ",Rachel Sanchez
