Commodity_Description,Country_Code,Market_Year,Calendar_Year,Month,Attribute_ID,Attribute_Description,Unit_Description,Value
"Oil, Palm",US,1972,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1972,2006,6,57,Imports,(1000 MT),177
"Oil, Palm",US,1972,2006,6,140,Industrial Dom. Cons.,(1000 MT),193
"Oil, Palm",US,1972,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1973,2006,6,125,Domestic Consumption,(1000 MT),166
"Oil, Palm",US,1973,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1973,2006,6,57,Imports,(1000 MT),187
"Oil, Palm",US,1973,2006,6,140,Industrial Dom. Cons.,(1000 MT),166
"Oil, Palm",US,1973,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1974,2006,6,125,Domestic Consumption,(1000 MT),409
"Oil, Palm",US,1974,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1974,2006,6,57,Imports,(1000 MT),436
"Oil, Palm",US,1974,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Palm",US,1974,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1975,2006,6,125,Domestic Consumption,(1000 MT),341
"Oil, Palm",US,1975,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1975,2006,6,57,Imports,(1000 MT),352
"Oil, Palm",US,1975,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Palm",US,1975,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1976,2006,6,125,Domestic Consumption,(1000 MT),295
"Oil, Palm",US,1976,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1976,2006,6,57,Imports,(1000 MT),250
"Oil, Palm",US,1976,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Palm",US,1976,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1977,2006,6,125,Domestic Consumption,(1000 MT),158
"Oil, Palm",US,1977,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1977,2006,6,57,Imports,(1000 MT),146
"Oil, Palm",US,1977,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Palm",US,1977,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1978,2006,6,125,Domestic Consumption,(1000 MT),133
"Oil, Palm",US,1978,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1978,2006,6,57,Imports,(1000 MT),142
"Oil, Palm",US,1978,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Palm",US,1978,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1979,2006,6,125,Domestic Consumption,(1000 MT),110
"Oil, Palm",US,1979,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1979,2006,6,57,Imports,(1000 MT),96
"Oil, Palm",US,1979,2006,6,140,Industrial Dom. Cons.,(1000 MT),13
"Oil, Palm",US,1979,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1980,2006,6,125,Domestic Consumption,(1000 MT),140
"Oil, Palm",US,1980,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1980,2006,6,57,Imports,(1000 MT),147
"Oil, Palm",US,1980,2006,6,140,Industrial Dom. Cons.,(1000 MT),13
"Oil, Palm",US,1980,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1981,2006,6,125,Domestic Consumption,(1000 MT),104
"Oil, Palm",US,1981,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1981,2006,6,57,Imports,(1000 MT),99
"Oil, Palm",US,1981,2006,6,140,Industrial Dom. Cons.,(1000 MT),19
"Oil, Palm",US,1981,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1982,2006,6,125,Domestic Consumption,(1000 MT),130
"Oil, Palm",US,1982,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1982,2006,6,57,Imports,(1000 MT),140
"Oil, Palm",US,1982,2006,6,140,Industrial Dom. Cons.,(1000 MT),15
"Oil, Palm",US,1982,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1983,2006,6,125,Domestic Consumption,(1000 MT),176
"Oil, Palm",US,1983,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1983,2006,6,57,Imports,(1000 MT),168
"Oil, Palm",US,1983,2006,6,140,Industrial Dom. Cons.,(1000 MT),11
"Oil, Palm",US,1983,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1984,2006,6,125,Domestic Consumption,(1000 MT),168
"Oil, Palm",US,1984,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1984,2006,6,57,Imports,(1000 MT),169
"Oil, Palm",US,1984,2006,6,140,Industrial Dom. Cons.,(1000 MT),14
"Oil, Palm",US,1984,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1985,2006,6,125,Domestic Consumption,(1000 MT),268
"Oil, Palm",US,1985,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1985,2006,6,57,Imports,(1000 MT),277
"Oil, Palm",US,1985,2006,6,140,Industrial Dom. Cons.,(1000 MT),20
"Oil, Palm",US,1985,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1986,2006,6,125,Domestic Consumption,(1000 MT),230
"Oil, Palm",US,1986,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1986,2006,6,57,Imports,(1000 MT),215
"Oil, Palm",US,1986,2006,6,140,Industrial Dom. Cons.,(1000 MT),18
"Oil, Palm",US,1986,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1987,2006,6,125,Domestic Consumption,(1000 MT),155
"Oil, Palm",US,1987,2006,6,88,Exports,(1000 MT),0
"Oil, Palm",US,1987,2006,6,57,Imports,(1000 MT),164
"Oil, Palm",US,1987,2006,6,140,Industrial Dom. Cons.,(1000 MT),20
"Oil, Palm",US,1987,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1988,2006,6,125,Domestic Consumption,(1000 MT),143
"Oil, Palm",US,1988,2006,6,88,Exports,(1000 MT),2
"Oil, Palm",US,1988,2006,6,57,Imports,(1000 MT),135
"Oil, Palm",US,1988,2006,6,140,Industrial Dom. Cons.,(1000 MT),18
"Oil, Palm",US,1988,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1989,2006,6,125,Domestic Consumption,(1000 MT),116
"Oil, Palm",US,1989,2006,6,88,Exports,(1000 MT),1
"Oil, Palm",US,1989,2006,6,57,Imports,(1000 MT),113
"Oil, Palm",US,1989,2006,6,140,Industrial Dom. Cons.,(1000 MT),16
"Oil, Palm",US,1989,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1990,2006,6,125,Domestic Consumption,(1000 MT),116
"Oil, Palm",US,1990,2006,6,88,Exports,(1000 MT),2
"Oil, Palm",US,1990,2006,6,57,Imports,(1000 MT),129
"Oil, Palm",US,1990,2006,6,140,Industrial Dom. Cons.,(1000 MT),15
"Oil, Palm",US,1990,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1991,2006,6,125,Domestic Consumption,(1000 MT),101
"Oil, Palm",US,1991,2006,6,88,Exports,(1000 MT),3
"Oil, Palm",US,1991,2006,6,57,Imports,(1000 MT),100
"Oil, Palm",US,1991,2006,6,140,Industrial Dom. Cons.,(1000 MT),14
"Oil, Palm",US,1991,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1992,2006,6,125,Domestic Consumption,(1000 MT),123
"Oil, Palm",US,1992,2006,6,88,Exports,(1000 MT),3
"Oil, Palm",US,1992,2006,6,57,Imports,(1000 MT),121
"Oil, Palm",US,1992,2006,6,140,Industrial Dom. Cons.,(1000 MT),17
"Oil, Palm",US,1992,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1993,2006,6,125,Domestic Consumption,(1000 MT),163
"Oil, Palm",US,1993,2006,6,88,Exports,(1000 MT),3
"Oil, Palm",US,1993,2006,6,57,Imports,(1000 MT),167
"Oil, Palm",US,1993,2006,6,140,Industrial Dom. Cons.,(1000 MT),14
"Oil, Palm",US,1993,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1994,2006,6,125,Domestic Consumption,(1000 MT),102
"Oil, Palm",US,1994,2006,6,88,Exports,(1000 MT),6
"Oil, Palm",US,1994,2006,6,57,Imports,(1000 MT),99
"Oil, Palm",US,1994,2006,6,140,Industrial Dom. Cons.,(1000 MT),14
"Oil, Palm",US,1994,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1995,2006,6,125,Domestic Consumption,(1000 MT),91
"Oil, Palm",US,1995,2006,6,88,Exports,(1000 MT),9
"Oil, Palm",US,1995,2006,6,57,Imports,(1000 MT),107
"Oil, Palm",US,1995,2006,6,140,Industrial Dom. Cons.,(1000 MT),15
"Oil, Palm",US,1995,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1996,2006,6,125,Domestic Consumption,(1000 MT),135
"Oil, Palm",US,1996,2006,6,88,Exports,(1000 MT),4
"Oil, Palm",US,1996,2006,6,57,Imports,(1000 MT),146
"Oil, Palm",US,1996,2006,6,140,Industrial Dom. Cons.,(1000 MT),27
"Oil, Palm",US,1996,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1997,2006,6,125,Domestic Consumption,(1000 MT),128
"Oil, Palm",US,1997,2006,6,88,Exports,(1000 MT),5
"Oil, Palm",US,1997,2006,6,57,Imports,(1000 MT),128
"Oil, Palm",US,1997,2006,6,140,Industrial Dom. Cons.,(1000 MT),39
"Oil, Palm",US,1997,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,1999,2006,6,125,Domestic Consumption,(1000 MT),150
"Oil, Palm",US,1999,2006,6,88,Exports,(1000 MT),2
"Oil, Palm",US,1999,2006,6,57,Imports,(1000 MT),157
"Oil, Palm",US,1999,2006,6,140,Industrial Dom. Cons.,(1000 MT),21
"Oil, Palm",US,1999,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,2000,2006,6,125,Domestic Consumption,(1000 MT),175
"Oil, Palm",US,2000,2006,6,88,Exports,(1000 MT),5
"Oil, Palm",US,2000,2006,6,57,Imports,(1000 MT),182
"Oil, Palm",US,2000,2006,6,140,Industrial Dom. Cons.,(1000 MT),16
"Oil, Palm",US,2000,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,2001,2006,6,125,Domestic Consumption,(1000 MT),215
"Oil, Palm",US,2001,2006,6,88,Exports,(1000 MT),4
"Oil, Palm",US,2001,2006,6,57,Imports,(1000 MT),215
"Oil, Palm",US,2001,2006,6,140,Industrial Dom. Cons.,(1000 MT),12
"Oil, Palm",US,2001,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,2002,2006,6,125,Domestic Consumption,(1000 MT),171
"Oil, Palm",US,2002,2006,6,88,Exports,(1000 MT),5
"Oil, Palm",US,2002,2006,6,57,Imports,(1000 MT),174
"Oil, Palm",US,2002,2006,6,140,Industrial Dom. Cons.,(1000 MT),13
"Oil, Palm",US,2002,2006,6,28,Production,(1000 MT),0
"Oil, Palm",US,2013,2015,6,125,Domestic Consumption,(1000 MT),1207
"Oil, Palm",US,2013,2015,6,88,Exports,(1000 MT),13
"Oil, Palm",US,2013,2015,6,57,Imports,(1000 MT),1220
"Oil, Palm",US,2013,2015,6,140,Industrial Dom. Cons.,(1000 MT),275
"Oil, Palm",US,2013,2015,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1964,2006,6,125,Domestic Consumption,(1000 MT),38
"Oil, Palm Kernel",US,1964,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1964,2006,6,57,Imports,(1000 MT),38
"Oil, Palm Kernel",US,1964,2006,6,140,Industrial Dom. Cons.,(1000 MT),38
"Oil, Palm Kernel",US,1964,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1965,2006,6,125,Domestic Consumption,(1000 MT),50
"Oil, Palm Kernel",US,1965,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1965,2006,6,57,Imports,(1000 MT),50
"Oil, Palm Kernel",US,1965,2006,6,140,Industrial Dom. Cons.,(1000 MT),50
"Oil, Palm Kernel",US,1965,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1966,2006,6,125,Domestic Consumption,(1000 MT),47
"Oil, Palm Kernel",US,1966,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1966,2006,6,57,Imports,(1000 MT),47
"Oil, Palm Kernel",US,1966,2006,6,140,Industrial Dom. Cons.,(1000 MT),47
"Oil, Palm Kernel",US,1966,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1967,2006,6,125,Domestic Consumption,(1000 MT),55
"Oil, Palm Kernel",US,1967,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1967,2006,6,57,Imports,(1000 MT),55
"Oil, Palm Kernel",US,1967,2006,6,140,Industrial Dom. Cons.,(1000 MT),55
"Oil, Palm Kernel",US,1967,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1968,2006,6,125,Domestic Consumption,(1000 MT),45
"Oil, Palm Kernel",US,1968,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1968,2006,6,57,Imports,(1000 MT),45
"Oil, Palm Kernel",US,1968,2006,6,140,Industrial Dom. Cons.,(1000 MT),45
"Oil, Palm Kernel",US,1968,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1969,2006,6,125,Domestic Consumption,(1000 MT),37
"Oil, Palm Kernel",US,1969,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1969,2006,6,57,Imports,(1000 MT),37
"Oil, Palm Kernel",US,1969,2006,6,140,Industrial Dom. Cons.,(1000 MT),37
"Oil, Palm Kernel",US,1969,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1970,2006,6,125,Domestic Consumption,(1000 MT),43
"Oil, Palm Kernel",US,1970,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1970,2006,6,57,Imports,(1000 MT),43
"Oil, Palm Kernel",US,1970,2006,6,140,Industrial Dom. Cons.,(1000 MT),43
"Oil, Palm Kernel",US,1970,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1971,2006,6,125,Domestic Consumption,(1000 MT),45
"Oil, Palm Kernel",US,1971,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1971,2006,6,57,Imports,(1000 MT),45
"Oil, Palm Kernel",US,1971,2006,6,140,Industrial Dom. Cons.,(1000 MT),45
"Oil, Palm Kernel",US,1971,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1972,2006,6,125,Domestic Consumption,(1000 MT),45
"Oil, Palm Kernel",US,1972,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1972,2006,6,57,Imports,(1000 MT),45
"Oil, Palm Kernel",US,1972,2006,6,140,Industrial Dom. Cons.,(1000 MT),45
"Oil, Palm Kernel",US,1972,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1973,2006,6,125,Domestic Consumption,(1000 MT),66
"Oil, Palm Kernel",US,1973,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1973,2006,6,57,Imports,(1000 MT),66
"Oil, Palm Kernel",US,1973,2006,6,140,Industrial Dom. Cons.,(1000 MT),66
"Oil, Palm Kernel",US,1973,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1974,2006,6,125,Domestic Consumption,(1000 MT),73
"Oil, Palm Kernel",US,1974,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1974,2006,6,57,Imports,(1000 MT),73
"Oil, Palm Kernel",US,1974,2006,6,140,Industrial Dom. Cons.,(1000 MT),73
"Oil, Palm Kernel",US,1974,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1975,2006,6,125,Domestic Consumption,(1000 MT),71
"Oil, Palm Kernel",US,1975,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1975,2006,6,57,Imports,(1000 MT),71
"Oil, Palm Kernel",US,1975,2006,6,140,Industrial Dom. Cons.,(1000 MT),71
"Oil, Palm Kernel",US,1975,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1976,2006,6,125,Domestic Consumption,(1000 MT),67
"Oil, Palm Kernel",US,1976,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1976,2006,6,57,Imports,(1000 MT),67
"Oil, Palm Kernel",US,1976,2006,6,140,Industrial Dom. Cons.,(1000 MT),67
"Oil, Palm Kernel",US,1976,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1977,2006,6,125,Domestic Consumption,(1000 MT),58
"Oil, Palm Kernel",US,1977,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1977,2006,6,57,Imports,(1000 MT),58
"Oil, Palm Kernel",US,1977,2006,6,140,Industrial Dom. Cons.,(1000 MT),58
"Oil, Palm Kernel",US,1977,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1978,2006,6,125,Domestic Consumption,(1000 MT),79
"Oil, Palm Kernel",US,1978,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1978,2006,6,57,Imports,(1000 MT),79
"Oil, Palm Kernel",US,1978,2006,6,140,Industrial Dom. Cons.,(1000 MT),79
"Oil, Palm Kernel",US,1978,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1979,2006,6,125,Domestic Consumption,(1000 MT),61
"Oil, Palm Kernel",US,1979,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1979,2006,6,57,Imports,(1000 MT),81
"Oil, Palm Kernel",US,1979,2006,6,140,Industrial Dom. Cons.,(1000 MT),61
"Oil, Palm Kernel",US,1979,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1980,2006,6,125,Domestic Consumption,(1000 MT),83
"Oil, Palm Kernel",US,1980,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1980,2006,6,57,Imports,(1000 MT),77
"Oil, Palm Kernel",US,1980,2006,6,140,Industrial Dom. Cons.,(1000 MT),83
"Oil, Palm Kernel",US,1980,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1981,2006,6,125,Domestic Consumption,(1000 MT),91
"Oil, Palm Kernel",US,1981,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1981,2006,6,57,Imports,(1000 MT),93
"Oil, Palm Kernel",US,1981,2006,6,140,Industrial Dom. Cons.,(1000 MT),91
"Oil, Palm Kernel",US,1981,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1982,2006,6,125,Domestic Consumption,(1000 MT),111
"Oil, Palm Kernel",US,1982,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1982,2006,6,57,Imports,(1000 MT),108
"Oil, Palm Kernel",US,1982,2006,6,140,Industrial Dom. Cons.,(1000 MT),111
"Oil, Palm Kernel",US,1982,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1983,2006,6,125,Domestic Consumption,(1000 MT),84
"Oil, Palm Kernel",US,1983,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1983,2006,6,57,Imports,(1000 MT),81
"Oil, Palm Kernel",US,1983,2006,6,140,Industrial Dom. Cons.,(1000 MT),84
"Oil, Palm Kernel",US,1983,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1984,2006,6,125,Domestic Consumption,(1000 MT),129
"Oil, Palm Kernel",US,1984,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1984,2006,6,57,Imports,(1000 MT),138
"Oil, Palm Kernel",US,1984,2006,6,140,Industrial Dom. Cons.,(1000 MT),129
"Oil, Palm Kernel",US,1984,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1985,2006,6,125,Domestic Consumption,(1000 MT),151
"Oil, Palm Kernel",US,1985,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1985,2006,6,57,Imports,(1000 MT),164
"Oil, Palm Kernel",US,1985,2006,6,140,Industrial Dom. Cons.,(1000 MT),151
"Oil, Palm Kernel",US,1985,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1986,2006,6,125,Domestic Consumption,(1000 MT),173
"Oil, Palm Kernel",US,1986,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1986,2006,6,57,Imports,(1000 MT),180
"Oil, Palm Kernel",US,1986,2006,6,140,Industrial Dom. Cons.,(1000 MT),173
"Oil, Palm Kernel",US,1986,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1987,2006,6,125,Domestic Consumption,(1000 MT),212
"Oil, Palm Kernel",US,1987,2006,6,88,Exports,(1000 MT),0
"Oil, Palm Kernel",US,1987,2006,6,57,Imports,(1000 MT),210
"Oil, Palm Kernel",US,1987,2006,6,140,Industrial Dom. Cons.,(1000 MT),158
"Oil, Palm Kernel",US,1987,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1988,2006,6,125,Domestic Consumption,(1000 MT),170
"Oil, Palm Kernel",US,1988,2006,6,88,Exports,(1000 MT),2
"Oil, Palm Kernel",US,1988,2006,6,57,Imports,(1000 MT),174
"Oil, Palm Kernel",US,1988,2006,6,140,Industrial Dom. Cons.,(1000 MT),114
"Oil, Palm Kernel",US,1988,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1989,2006,6,125,Domestic Consumption,(1000 MT),156
"Oil, Palm Kernel",US,1989,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1989,2006,6,57,Imports,(1000 MT),168
"Oil, Palm Kernel",US,1989,2006,6,140,Industrial Dom. Cons.,(1000 MT),105
"Oil, Palm Kernel",US,1989,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1990,2006,6,125,Domestic Consumption,(1000 MT),164
"Oil, Palm Kernel",US,1990,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1990,2006,6,57,Imports,(1000 MT),139
"Oil, Palm Kernel",US,1990,2006,6,140,Industrial Dom. Cons.,(1000 MT),107
"Oil, Palm Kernel",US,1990,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1991,2006,6,125,Domestic Consumption,(1000 MT),156
"Oil, Palm Kernel",US,1991,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1991,2006,6,57,Imports,(1000 MT),155
"Oil, Palm Kernel",US,1991,2006,6,140,Industrial Dom. Cons.,(1000 MT),103
"Oil, Palm Kernel",US,1991,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1993,2006,6,125,Domestic Consumption,(1000 MT),143
"Oil, Palm Kernel",US,1993,2006,6,88,Exports,(1000 MT),2
"Oil, Palm Kernel",US,1993,2006,6,57,Imports,(1000 MT),138
"Oil, Palm Kernel",US,1993,2006,6,140,Industrial Dom. Cons.,(1000 MT),100
"Oil, Palm Kernel",US,1993,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1994,2006,6,125,Domestic Consumption,(1000 MT),134
"Oil, Palm Kernel",US,1994,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1994,2006,6,57,Imports,(1000 MT),127
"Oil, Palm Kernel",US,1994,2006,6,140,Industrial Dom. Cons.,(1000 MT),85
"Oil, Palm Kernel",US,1994,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1995,2006,6,125,Domestic Consumption,(1000 MT),133
"Oil, Palm Kernel",US,1995,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1995,2006,6,57,Imports,(1000 MT),119
"Oil, Palm Kernel",US,1995,2006,6,140,Industrial Dom. Cons.,(1000 MT),85
"Oil, Palm Kernel",US,1995,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1996,2006,6,125,Domestic Consumption,(1000 MT),164
"Oil, Palm Kernel",US,1996,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1996,2006,6,57,Imports,(1000 MT),178
"Oil, Palm Kernel",US,1996,2006,6,140,Industrial Dom. Cons.,(1000 MT),102
"Oil, Palm Kernel",US,1996,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1997,2006,6,125,Domestic Consumption,(1000 MT),156
"Oil, Palm Kernel",US,1997,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1997,2006,6,57,Imports,(1000 MT),163
"Oil, Palm Kernel",US,1997,2006,6,140,Industrial Dom. Cons.,(1000 MT),96
"Oil, Palm Kernel",US,1997,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1998,2006,6,125,Domestic Consumption,(1000 MT),175
"Oil, Palm Kernel",US,1998,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1998,2006,6,57,Imports,(1000 MT),181
"Oil, Palm Kernel",US,1998,2006,6,140,Industrial Dom. Cons.,(1000 MT),115
"Oil, Palm Kernel",US,1998,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,1999,2006,6,125,Domestic Consumption,(1000 MT),189
"Oil, Palm Kernel",US,1999,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,1999,2006,6,57,Imports,(1000 MT),178
"Oil, Palm Kernel",US,1999,2006,6,140,Industrial Dom. Cons.,(1000 MT),131
"Oil, Palm Kernel",US,1999,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2000,2006,6,125,Domestic Consumption,(1000 MT),116
"Oil, Palm Kernel",US,2000,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2000,2006,6,57,Imports,(1000 MT),165
"Oil, Palm Kernel",US,2000,2006,6,140,Industrial Dom. Cons.,(1000 MT),80
"Oil, Palm Kernel",US,2000,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2001,2006,6,125,Domestic Consumption,(1000 MT),167
"Oil, Palm Kernel",US,2001,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2001,2006,6,57,Imports,(1000 MT),140
"Oil, Palm Kernel",US,2001,2006,6,140,Industrial Dom. Cons.,(1000 MT),98
"Oil, Palm Kernel",US,2001,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2002,2006,6,125,Domestic Consumption,(1000 MT),236
"Oil, Palm Kernel",US,2002,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2002,2006,6,57,Imports,(1000 MT),222
"Oil, Palm Kernel",US,2002,2006,6,140,Industrial Dom. Cons.,(1000 MT),154
"Oil, Palm Kernel",US,2002,2006,6,28,Production,(1000 MT),0
"Oil, Palm Kernel",US,2003,2006,6,125,Domestic Consumption,(1000 MT),258
"Oil, Palm Kernel",US,2003,2006,6,88,Exports,(1000 MT),1
"Oil, Palm Kernel",US,2003,2006,6,57,Imports,(1000 MT),261
"Oil, Palm Kernel",US,2003,2006,6,140,Industrial Dom. Cons.,(1000 MT),160
"Oil, Palm Kernel",US,2003,2006,6,28,Production,(1000 MT),0
"Oil, Peanut",US,1972,2006,6,125,Domestic Consumption,(1000 MT),72
"Oil, Peanut",US,1972,2006,6,88,Exports,(1000 MT),48
"Oil, Peanut",US,1972,2006,6,57,Imports,(1000 MT),0
"Oil, Peanut",US,1972,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,1972,2006,6,28,Production,(1000 MT),122
"Oil, Peanut",US,1973,2006,6,125,Domestic Consumption,(1000 MT),71
"Oil, Peanut",US,1973,2006,6,88,Exports,(1000 MT),28
"Oil, Peanut",US,1973,2006,6,57,Imports,(1000 MT),0
"Oil, Peanut",US,1973,2006,6,140,Industrial Dom. Cons.,(1000 MT),0
"Oil, Peanut",US,1973,2006,6,28,Production,(1000 MT),97
