Rank,Company Name,# of Contacts,
5850,Russell Reynolds Associates,1,
5851,Russell Tobin & Associates,1,
5852,Ryerson University,1,
5853,Rädda Barnen,1,
5854,S-Labs,1,
5855,S.B.E.S. COLLEGE AURANGABAD,1,
5856,S.L. Alekman Associates Incl,1,
5857,S.S.I.F. Equity Invest S.A.,1,
5858,S2 Filings LLC,1,
5859,SABIS® Educational Services,1,
5860,SABMiller plc,1,
5861,SAEI,1,
5862,SAI,1,
5863,SAIC,1,
5864,SAP GD,1,
5865,SAP Labs,1,
5866,SAP National Security Services,1,
5867,SAP Nederland b.v.,1,
5868,SAPRO,1,
5869,SAS EMEA,1,
5870,SAS Institute Inc,1,
5871,SAS Institute Inc.,1,
5872,SAS Institute Inc. (SAS),1,
5873,"SAS Institute, Inc",1,
5874,SAS Press at SAS Institute,1,
5875,SAS R&D India Pvt. Ltd.,1,
5876,SAS SERVICES LLC,1,
5877,SASB – Sustainability Accounting Standards Board,1,
5878,SASI Institute of Technology and Engineering,1,
5879,SBS Global,1,
5880,SCA Promotions,1,
5881,SCC,1,
5882,SCTracker.com,1,
5883,SCVMC,1,
5884,SEBI,1,
5885,SEE,1,
5886,SEM San Diego,1,
5887,SEO Automatic Tools,1,
5888,SEO-Enterpunour,1,
5889,SERPRO,1,
5890,SERVO SAVUNMA LTD.?T?.,1,
5891,SET SEG,1,
5892,SGA Talent,1,
5893,SGK,1,
5894,SH G&Z,1,
5895,SHOPBOP,1,
5896,SIAE microelettronica France,1,
5897,SINNETIC.,1,
5898,"SIRIUS Marketing & Social Research Ltd, a Kantar Group Company",1,
5899,SIS (Systems Integration Solutions),1,
5900,SK Telecom,1,
5901,SKAT,1,
5902,SKY Brasil,1,
5903,SLG Innovation,1,
5904,SLK,1,
5905,SLN Infosprime Services Private Limited,1,
5906,SMART FM,1,
5907,SMART Modular Technologies,1,
5908,SMARTVEL,1,
5909,SMCI,1,
5910,SMS,1,
5911,SMT Software,1,
5912,SMUD,1,
5913,SOAExpert,1,
5914,SOAR media,1,
5915,SOAS,1,
5916,SPAN Systems,1,
5917,SPE/Luminus,1,
5918,SPEED2 – Single Point of Entry and Exit of Data - CCN2DEV (TAXUD),1,
5919,SPG Infotech,1,
5920,SPI,1,
5921,"SPMT Systems, Inc",1,
5922,SPRINT,1,
5923,SPS Commerce,1,
5924,SPS Studio di Psicosociologia s.r.l.,1,
5925,SQA_ - Project with Honda Inc.,1,
5926,SRM CSE Local Network,1,
5927,SRM Services Limited,1,
5928,SS&C Technologies,1,
5929,SSB Consulting,1,
5930,SSI,1,
5931,STANFORD UNIVERSITY SCHOOL OF MEDICINE,1,
5932,STAT DECISION LABS (formerly Satvik Labs),1,
5933,STATINFO,1,
5934,STATS ChipPAC,1,
5935,"STOPware, inc.",1,
5936,STRICTmobile GmbH,1,
5937,STRIVE Preparatory Schools,1,
5938,STRe Solutions,1,
5939,"STS Consulting Group, LLC",1,
5940,STS Marketing,1,
5941,STV,1,
5942,SUGEVAL,1,
5943,"SUMMERHALL (Multi-arts Centre, Edinburgh)",1,
5944,SUN Technical Services,1,
5945,SUNY Buffalo,1,
5946,SURETEGLOBALE.ORG,1,
5947,SV Tech Systems Inc,1,
5948,SWAT Research Field Force,1,
5949,SWIDIN,1,
5950,"SYNC, LLC",1,
5951,SYNCOM FORMULATION INDIA LTD,1,
5952,SYNERGIC PARTNERS,1,
5953,SYSPRO,1,
5954,SaaSFocus,1,
5955,Saatchi & Saatchi LA,1,
5956,Sabanci University,1,
5957,Sabbatical,1,
5958,Sabios,1,
5959,Sabre Airline Solutions,1,
5960,Sabre Holdings,1,
5961,Sabre Travel Network,1,
5962,Safaricom,1,
5963,"Safe Staffing of Ohio, Inc.",1,
5964,Safeco,1,
5965,Safety Management Group,1,
5966,Saffron Technology,1,
5967,Safire Partners,1,
5968,Sagaci Research,1,
5969,Sage Decision Systems llc,1,
5970,Sailthru,1,
5971,Sakrio,1,
5972,Salarpuria Sattva,1,
5973,"Sales Operations Executives in Jacksonville, Florida",1,
5974,Sales Rain Inc.,1,
5975,SalesEquity.com,1,
5976,Sallie Mae,1,
5977,Salman bin Abdulaziz University,1,
5978,Salt,1,
5979,Salt Creek Analytics www.saltcreekanalytics.com,1,
5980,Salt River Project,1,
5981,Samasource,1,
5982,SambaCloud,1,
5983,Sampling Research Pvt. Ltd,1,
5984,SamsClub.com,1,
5985,Samsung Electronics Poland R&D Center,1,
5986,Samsung R&D Institute India,1,
5987,Samsung Research America,1,
5988,Samsung Research America (SRA - SISA),1,
5989,Samsung SDS,1,
5990,"Samsung Semiconductor, Inc.",1,
5991,San Diego Civic Dance Association,1,
5992,San Diego Crew Classic,1,
5993,San Diego Futures Foundation,1,
5994,San Francisco Police Department (SFPD),1,
5995,San Raffaele Biomedical Science Park,1,
5996,Sand Hill Search,1,
5997,Sandhill Networks,1,
5998,Sandia National Laboratories,1,
5999,Sandline Discovery,1,
6000,Sandlot Solutions,1,
6001,Sands China Limited,1,
6002,Sandvik,1,
6003,Sandy Spring Bank,1,
6004,Sanford Health,1,
6005,Sanford Rose Associates - The Tolan Group,1,
6006,"Sanford Rose Associates International, Inc.",1,
6007,Santa Clara Valley Water District,1,
6008,Santabros SA & Turnonet.com,1,
6009,Santen,1,
6010,Sapient (m)PHASIZE,1,
6011,Sapient Global Markets,1,
6012,Sapient Government Services,1,
6013,"Sapphire Ventures, LLC.",1,
6014,Sara Lee,1,
6015,Saragossa,1,
6016,"Saratoga Software Solutions, Inc.",1,
6017,Saudi Telecom Company,1,
6018,Save U Staffing,1,
6019,Saveology.com ™,1,
6020,Savi Technology,1,
6021,"SavingStar, Inc.",1,
6022,Saybot / Alo7,1,
6023,Sberbank d.d.,1,
6024,Scaled Risk,1,
6025,Scanadu,1,
6026,Scandic Hotels,1,
6027,Scarsdale Middle School,1,
6028,Scenariolab,1,
6029,Schlumberger,1,
6030,Schneider Electric Infrastructure Ltd.,1,
6031,"Scholarly iQ, LLC",1,
6032,"School of Humanities and Social Sciences, University of Chinese Academy of Sciences",1,
6033,"School of Information, University of South Florida",1,
6034,School of Medicine - Rouen University,1,
6035,"School of New Interactive Technologies (ENTI), University of Barcelona",1,
6036,Schoolzilla,1,
6037,Schulich School of Business,1,
6038,"Schwartz Communications, Inc.",1,
6039,Schweichler Price Mullarkey & Barry,1,
6040,Scianta Analytics,1,
6041,Science,1,
6042,Science Inc.,1,
6043,"Science, Technology, Engineering and Mathematics Network (STEM)",1,
6044,Sciences Po,1,
6045,Scientific Games,1,
6046,Scientific Institute of Public Health & Katholieke Universiteit Leuven,1,
6047,Sciera Inc,1,
6048,Sciolex Corporation,1,
6049,Sciref.com,1,
6050,Scottish Ventures LLC,1,
6051,Scotto Consulting,1,
6052,Scottrade,1,
6053,"Scout Consulting, Inc",1,
6054,Scrambled U,1,
6055,Screaming Eagles,1,
6056,Screw Machine Specialties,1,
6057,Scribe Software,1,
6058,Scripps Networks Interactive,1,
6059,Scrivener Technologies,1,
6060,Scrolls Tech,1,
6061,Sealed Air Corporation,1,
6062,Sean Lally LLC,1,
6063,Seapoint Partners,1,
6064,Search Discovery,1,
6065,Search Engine Land,1,
6066,Search Financial,1,
6067,Search Laboratory,1,
6068,"Search Wizards, Inc.",1,
6069,SearchByInseam.com,1,
6070,Searching for my next advanture,1,
6071,Searcys,1,
6072,Sears IT and Management Services Pvt. Ltd.,1,
6073,Seattle #4 Rotary,1,
6074,Seattle SHRM Board of Directors,1,
6075,Seattle Search Network,1,
6076,Seattle University,1,
6077,Sebit Information & Education Technologies Inc.,1,
6078,SecLaw Group,1,
6079,Secunia,1,
6080,"SecureNation, LLC",1,
6081,"Securitas Security Services USA, Inc.",1,
6082,Securities & Exchange Board of India (SEBI),1,
6083,Seed Analytics Group,1,
6084,Seed Savers Exchange,1,
6085,Seek Digital Inc.,1,
6086,"Seeker Hr Consulting Co.,Ltd",1,
6087,Seeking Literary Agent,1,
6088,Seeking New Opportunities,1,
6089,Seeliger y Conde,1,
6090,Seiden Krieger Associates,1,
6091,Selby Jennings,1,
6092,Selective Insurance Company of America,1,
6093,Selex ES,1,
6094,Self -Employed,1,
6095,Self / L  A  Artisan,1,
6096,Self Employed Consultant,1,
6097,Self Employed: iPhone/iPad Developer,1,
6098,Self Employment,1,
6099,Self-Help Credit Union,1,
6100,Self-Study Research,1,
6101,Selkirk College,1,
6102,"Semco Electric Pvt. Ltd. (Sigma Electric Manufacturing Corpn.,USA)",1,
6103,Semeon Analytics Inc.,1,
6104,Sempra Utilities/Socal Gas,1,
6105,"Sempris, LLC",1,
6106,Senac São Paulo,1,
6107,Senryo Technologies,1,
6108,Sensery,1,
6109,Sensus,1,
6110,Senticore Technologies s.r.o.,1,
6111,Sentiment Analysis Symposium,1,
6112,Sentinel Pet Group,1,
6113,Sentisis,1,
6114,Sentrix,1,
6115,Sequoia Capital,1,
6116,SerenataFlowers.com,1,
6117,Seresco S.A.,1,
6118,ServiceMaster,1,
6119,ServiceNow - The Enterprise IT Cloud Company,1,
6120,Services,1,
6121,Services ByIQ,1,
6122,Setanta,1,
6123,"Seven of Nine Systems, Inc.",1,
6124,Shafi Consultancy Limited,1,
6125,ShahDeep International Business Solution Ltd,1,
6126,Shaker Advertising,1,
6127,Shaker Recruitment Advertising & Communications,1,
6128,Shanghai Disney Parks and Resort,1,
6129,"ShapeUp, Inc.",1,
6130,ShareMyInsight,1,
6131,Shared Services & Outsourcing Network (SSON),1,
6132,Sharp HealthCare,1,
6133,Shaw Industries,1,
6134,Shell Business Service Center Chennai,1,
6135,"Shelley Moon Photography, LLC.",1,
6136,Sheridan Healthcare,1,
6137,Sherpa Consulting as,1,
6138,Shift. Tecnologia que pulsa,1,
6139,Shirdon Consulting Group,1,
6140,Shop2market,1,
6141,ShopVhop.com,1,
6142,Shopear,1,
6143,Shore Group Associates,1,
6144,Shriram Automall India Ltd.,1,
6145,Shutterfly Inc.,1,
6146,Shutterstock,1,
6147,SiSense - BI Software,1,
6148,Sidestarter Ventures,1,
6149,"Sidoti & Company, LLC",1,
6150,Siemens Corporate Technology,1,
6151,Siemens Health Services,1,
6152,"Siemens Mechanical Drive Systems (Tianjin) Co., Ltd.",1,
6153,Siemens SRL,1,
6154,Sierra Trading Post,1,
6155,Sigma IT & Management,1,
6156,Sigma Iberia Inc.,1,
6157,Sigma Space,1,
6158,SigmaWay LLC,1,
6159,"Sigman & Summerfield Associates, Inc.",1,
6160,Sigmoid Analytics,1,
6161,Signagelive - Digital Signage as a Service,1,
6162,Signet Pty Ltd,1,
6163,Silbury IT Solutions,1,
6164,Silicon Valley China Entrepreneurship Forum(SVCEF),1,
6165,Silicon Valley Data Science,1,
6166,Silicon Valley Innovation Group,1,
6167,Silicus Technologies India Private Limited,1,
6168,Silk Apps,1,
6169,SilverCloud Partners,1,
6170,Silverhost LLC,1,
6171,Simbient,1,
6172,Simi Valley,1,
6173,SimilarWeb,1,
6174,Simon Analytics,1,
6175,SimpleLTC,1,
6176,Simply Measured,1,
6177,Simply Offbeat,1,
6178,Simpson & Co. Ltd.,1,
6179,SimulStat Incorporated,1,
6180,"Simularity, Inc.",1,
6181,Sindh Welfare Society,1,
6182,Sirona Consulting Ltd,1,
6183,Sitecore,1,
6184,Sitelynx,1,
6185,"Siteworx, LLC",1,
6186,Six Degree Talent,1,
6187,Six Eighty Limited,1,
6188,Skagit Coin,1,
6189,Skilled Ventures,1,
6190,Skolkovo Foundation,1,
6191,Skolkovo Institute of Science and Technology,1,
6192,Sky,1,
6193,Sky Firm International & OneTen Technologies,1,
6194,"Sky IQ, Customer Intelligence Services",1,
6195,SkyComm Inc,1,
6196,Skybridge Health Tech LLC,1,
6197,Skyscanner,1,
6198,Skytap,1,
6199,Skytop Strategies,1,
6200,"Skytree, Inc.",1,
6201,Slacker,1,
6202,"SlideGenius, Inc.",1,
6203,Slookout,1,
6204,Smaato,1,
6205,Small Business Development Corporation,1,
6206,SmarTek21,1,
6207,Smart Analytic and solution,1,
6208,Smart Analytics Pty Ltd,1,
6209,"Smart Business Solutions, an IBM Partner",1,
6210,Smart Utility Systems,1,
6211,SmartCurrent,1,
6212,SmartFocus,1,
6213,"SmartSites (Melen, LLC)",1,
6214,SmartZip Analytics,1,
6215,"SmarterHQ, Inc.",1,
6216,Smith Hanley Associates,1,
6217,"Smith Hanley Associates, Inc.",1,
6218,"Smith Research, Inc.",1,
6219,Smith Translation; Independent Sr. Director and Consultant,1,
6220,Smithsonian Institution,1,
6221,SnA Consulting,1,
6222,Snap Analytx,1,
6223,Snap! Raise Fundraising,1,
6224,SnapLogic,1,
6225,Snohomish County PUD,1,
6226,Snoop Consulting,1,
6227,Snowdon Tate,1,
6228,Soap & Glory,1,
6229,Socedo,1,
6230,Sochi 2014 Organizing Committee,1,
6231,Social Alpha,1,
6232,Social Media Consulting - Garrett Consultants,1,
6233,Social Media Today LLC,1,
6234,"Social Media Today, LLC",1,
6235,Social Media Tools Summit,1,
6236,Social Press Agency,1,
6237,Social in SOMA,1,
6238,SocialCode,1,
6239,SocialTigers,1,
6240,Society Consulting | Microsoft Advertising,1,
6241,Society for Information Management (SIM) - Southern California Chapter,1,
6242,Société de transport de Montréal,1,
6243,Sodexo,1,
6244,SoftBigData,1,
6245,SoftDD Inc.,1,
6246,SoftSource Solutions Pte Ltd,1,
6247,Softenger,1,
6248,Softline Brasil,1,
6249,Software Engineer,1,
6250,"Software Intelligence, Inc.",1,
6251,Software Techniques Inc.,1,
6252,Sogeti,1,
6253,Sokrati,1,
6254,SolDevelo Sp. z o.o.,1,
6255,Solar Power Research INC,1,
6256,SolarWinds,1,
6257,Sole Proprietor,1,
6258,SolidQ,1,
6259,Solo Practitioner,1,
6260,SoluSoft Technologies Pvt Ltd,1,
6261,Solution Architect,1,
6262,SolutionStat Inc. - IBM Business Partner,1,
6263,Solutions Beyond Silos,1,
6264,Solutions Review,1,
6265,Solvay Brussels School of Economics and Management,1,
6266,Sonata Software,1,
6267,Sonic Automotive,1,
6268,Sonic Drive-In,1,
6269,Sony (SNEI),1,
6270,Soon To Be Determined,1,
6271,"Sophic Partners, LLC",1,
6272,"SortIQ, Inc.",1,
6273,Souffl,1,
6274,Sound Physicians,1,
6275,SoundHound,1,
6276,Source Interlink,1,
6277,Source Interlink Companies,1,
6278,SourceLink,1,
6279,SourcePro,1,
6280,Sourcing Certification,1,
6281,South African Revenue Service (SARS),1,
6282,South Carolina Chapter HIMSS,1,
6283,South China Morning Post,1,
6284,South Dakota State University,1,
6285,SouthDoctors,1,
6286,Southcoast Health,1,
6287,Southern Illinois Healthcare,1,
6288,Southern Methodist University,1,
6289,Southern New Hampshire University,1,
6290,Southport Search International,1,
6291,Southwest Funding,1,
6292,Souza Cruz,1,
6293,Space Ape Games,1,
6294,SpamTitan Technologies,1,
6295,Spark Strategic Business Solution,1,
6296,Spartan Technical Recruiters,1,
6297,Specialist Advisory,1,
6298,Specialty Engineering Inc,1,
6299,Spectral MD,1,
6300,"Spectrum Communications & Consulting, Inc.",1,
6301,Spectrum Health,1,
6302,Spencer Associates,1,
6303,SphereUp,1,
6304,Spicers Paper,1,
6305,Spin Skills,1,
6306,"Spok, Inc.",1,
6307,Spoken Communications,1,
6308,Spongecell,1,
6309,SponsorHub Inc.,1,
6310,SportRFID,1,
6311,Sports Performance & Technology,1,
6312,Spot On Solutions LLC,1,
6313,Spotify,1,
6314,Spredfast,1,
6315,Spring Professional (Adecco Group Asia),1,
6316,Sprinklr,1,
6317,Sprint,1,
6318,Spruce Health,1,
6319,Square,1,
6320,Square Inc.,1,
6321,SquareTrade,1,
6322,Sri Shakthi Institute of Engineering & Technology,1,
6323,St. Jude Children's Research Hospital,1,
6324,St. Onge Company,1,
6325,St. Vincent's HealthCare,1,
6326,St.John's Research Institute Bangalore,1,
6327,Staffing Advisors,1,
6328,Staffing Firm,1,
6329,Staffing Solutions,1,
6330,"Stafftopia, Inc",1,
6331,Standard & Poor's,1,
6332,"Standard Molecular, Inc.",1,
6333,Standby Task Force,1,
6334,Stands,1,
6335,Stanford University Program in Liberation Technology,1,
6336,Staples Inc,1,
6337,Star Gas Partners,1,
6338,Starbridge Partners,1,
6339,Start Me Over®,1,
6340,Startup,1,
6341,Startup (B2C),1,
6342,Startup Next,1,
6343,Startup Studio Brasil,1,
6344,Startup@NovaUCD,1,
6345,Stat & More,1,
6346,"Stat-Tech Services, A CROS NT Company",1,
6347,StatSoft India (StatSoft is now part of Dell Software),1,
6348,StatSoft Scandinavia AB,1,
6349,StatTech,1,
6350,State Bank of Pakistan,1,
6351,State Farm Bank,1,
6352,State Farm Insurance,1,
6353,State Street,1,
6354,State Street Bank,1,
6355,State System of Higher Education-West Chester University,1,
6356,State of California,1,
6357,State of Georgia,1,
6358,State of Indiana,1,
6359,State of New Jersey,1,
6360,State of Oregon,1,
6361,State street Syntel services,1,
6362,Station 10,1,
6363,Station Casinos,1,
6364,Statistical & Analytical Research Associates,1,
6365,Statistical Consultants Group,1,
6366,"Statistical Consulting Center, University of Georgia",1,
6367,Statistical Innovations Inc.,1,
6368,"Statistical Planning and Analysis Services, Inc.",1,
6369,Statistical Solutions,1,
6370,Statistics Without Borders,1,
6371,Statistics.com,1,
6372,Stats Quest,1,
6373,StayInspired365.net,1,
6374,Steag Energy Services (India) Pvt. Ltd.,1,
6375,Stealth Mode Mobile Startup,1,
6376,Stealth Mode Startup,1,
6377,"Stealth Mode Startup, Stanford University",1,
6378,StealthMode,1,
6379,"SteelPoint Search LLC,",1,
6380,Steelcase,1,
6381,StepRing Technologies,1,
6382,Steria,1,
6383,Steria Group,1,
6384,Steria India Ltd.,1,
6385,"Stevens Ventures, LP",1,
6386,Stibo Systems,1,
6387,Stirling Sports Travel,1,
6388,StockSmart,1,
6389,Stockbridge Real Estate Fund,1,
6390,Stockland,1,
6391,Stockopedia,1,
6392,Stocks and Derivative Trader,1,
6393,StoneBridge Resources,1,
6394,StoneSTreet Capital LLC,1,
6395,Stony Brook University Medical Center,1,
6396,Stored Value Solutions (SVS),1,
6397,Storypixie,1,
6398,StratIS Inc.,1,
6399,Stratagem Ventures,1,
6400,Strategic Angels,1,
6401,"Strategy10, LLC",1,
6402,Stratio,1,
6403,Stratos Product Development,1,
6404,Stream Live Limited / adviqo AG,1,
6405,StreetHawk,1,
6406,Structure Medical,1,
6407,StructureTone,1,
6408,StubHub,1,
6409,Studialis,1,
6410,Studio B,1,
6411,StumbleUpon,1,
6412,Stun Media,1,
6413,"Submit Express,Inc.",1,
6414,Subsea 7,1,
6415,"Sue Daugherty, Independent Voice Artist and Writer",1,
6416,SugarCRM (????CRM),1,
6417,Sulum Optimization,1,
6418,SumTotal Systems,1,
6419,SumUp,1,
6420,"Summit Consulting, LLC",1,
6421,Summit Professional Networks,1,
6422,Sun Information Systems Inc.,1,
6423,Sun Pharmacutical Ind Ltd,1,
6424,Sun Technologies,1,
6425,SunLife,1,
6426,Suncor Energy,1,
6427,Suncorp,1,
6428,Suncorp Chief Data Office,1,
6429,Sungard Availability Services,1,
6430,Sunovion Pharmaceuticals Inc.,1,
6431,Sunrun,1,
6432,Sunset High School,1,
6433,Sunshine Agrovet,1,
6434,Sunsuper,1,
6435,Super Analytics Ltd.,1,
6436,SuperDerivatives,1,
6437,"Superior Marine Solutions, LLC",1,
6438,Superpartners,1,
6439,Supplemental Health Care,1,
6440,Supreme Education Council,1,
6441,Susquehanna University,1,
6442,SutanStats,1,
6443,Svea Ekonomi AB,1,
6444,Swan Staffing Inc.,1,
6445,Swarovski,1,
6446,Swat Recruiting,1,
6447,Sweet Home,1,
6448,"SweetLabs, Inc.",1,
6449,Swift Transportation,1,
6450,Swisher Hygiene,1,
6451,Swiss Disk,1,
6452,Swiss Statistical Society,1,
6453,Syapse Inc.,1,
6454,Sydney Water,1,
6455,Sygma Bank Polska,1,
6456,Syllogic Consultants Pvt Ltd,1,
6457,Symmetric Insurance/Tim Ellison Insurance,1,
6458,Symphony Global Pte Ltd,1,
6459,Symphony Teleca,1,
6460,Synapse Information Ltd,1,
6461,Synchrony Financial,1,
6462,"Synectics for Management Decisions, Inc",1,
6463,SynerScope B.V.,1,
6464,Synergema,1,
6465,Synergiclinks,1,
6466,Synergy Health PLC,1,
6467,Syngenta,1,
6468,Syniverse Technologies,1,
6469,Syntelli Solutions Inc.,1,
6470,Synygy,1,
6471,Syros Pharmaceuticals,1,
6472,Sysco,1,
6473,Sysgain Inc,1,
6474,Systemorph,1,
6475,"Systems Integration Solutions, Inc",1,
6476,Systems Made Simple,1,
6477,Sá Cavalcante,1,
6478,T-Mobile Macedonia,1,
6479,T-tech Staffing Solutions,1,
6480,T. Rowe Price,1,
6481,T.B.D. Corp,1,
6482,TAMS Group,1,
6483,TAO Marketing,1,
6484,TAPCO Credit Union,1,
6485,TATA CAPITAL,1,
6486,TATA Consultancy Services,1,
6487,TATA TELESERVICES LTD.,1,
6488,TBC Corporation,1,
6489,TCS - Nielsen,1,
6490,TCS Bank,1,
6491,TCS Supply Chain CoE,1,
6492,TCSDB,1,
6493,TCTC (Total Care Total Commitment),1,
6494,TD Ameritrade,1,
6495,TD Bank Group,1,
6496,TD Insurance,1,
6497,TD Madison & Associates,1,
6498,TD Wealth Management,1,
6499,TDA Recruitment Group,1,
6500,TDWI Boston Chapter,1,
6501,TE Data,1,
6502,TECOM Investments,1,
6503,TEDxPortland,1,
6504,TEEMA Solutions Group Inc,1,
6505,TEKsystems Global Services,1,
6506,TEN: The Enthusiast Network,1,
6507,TEQNirvana Softtech Solutions Pvt Ltd,1,
6508,TGB Assoc,1,
6509,THE TYME COUNCIL,1,
6510,TIS India,1,
6511,TJ Partnership Fund,1,
6512,TLC Insurance Group,1,
6513,TLG | Ogilvy & Mather,1,
6514,TLG-eLearningHub™,1,
6515,TMG,1,
6516,TNT Express,1,
6517,TOBB ETU,1,
6518,TOP TIER CONSULTING,1,
6519,TORONTO EAST GENERAL HOSPITAL,1,
6520,TRADER Corporation,1,
6521,TRANSFoRm project- European Commission- FP7,1,
6522,"TRI-VIZOR, the World's First Cross Supply Chain Orchestrator",1,
6523,TRICO evolution,1,
6524,TRINKO inc,1,
6525,TSL Consulting PVT.LTD.,1,
6526,TSL Consulting Pvt. Ltd.,1,
6527,TSL Consulting Pvt.Ltd.,1,
6528,TSL consulting Pvt Ltd,1,
6529,TTI Floor Care North America,1,
6530,TU Darmstadt,1,
6531,TUBITAK/Cyber Security Institute,1,
6532,TXT International,1,
6533,TXU Energy,1,
6534,Taco Bell Corporation,1,
6535,Tag Commander,1,
6536,Taipei Medical University,1,
6537,Talbots,1,
6538,Talend,1,
6539,"Talent Evolution, LLC.",1,
6540,Talent Find LLC,1,
6541,Talent Fusion,1,
6542,Talent Logic,1,
6543,"Talent Logic, Inc. (Formerly Sai People Solutions, Inc.)",1,
6544,Talent Pool Technologies,1,
6545,Talent Tech Labs,1,
6546,Talent2,1,
6547,TalentCulture Consulting Group/TalentCulture World of Work,1,
6548,TalentID.com,1,
6549,TalentWise,1,
6550,Taleris,1,
6551,Taleris: GE Aviation & Accenture joint venture,1,
6552,Tamaki Redevelopment Company (TRC),1,
6553,"Tangshan Zhifu Plastic Machinery co., Ltd",1,
6554,Tapad,1,
6555,Tapainc,1,
6556,Taproot Foundation,1,
6557,Target Corporation,1,
6558,Target HR,1,
6559,TargetChoice,1,
6560,Tashkent State University of Economics,1,
6561,Tata Consultancy Services - Practice Team,1,
6562,Tata Sky Ltd,1,
6563,Tata Steel,1,
6564,Tate & Lyle,1,
6565,Tationem,1,
6566,Teachers Mutual Bank Limited,1,
6567,Teachers United,1,
6568,Team Detroit,1,
6569,Tech & Creative Labs,1,
6570,Tech Launch Arizona,1,
6571,Tech Mahindra - Connected World. Connected Solutions..,1,
6572,Tech Mahindra Ltd,1,
6573,Tech Results,1,
6574,Tech-Tonics Advisors,1,
6575,"TechGlobal, Inc.",1,
6576,TechItalia London,1,
6577,TechMahindra,1,
6578,"TechTrak.com, Inc.",1,
6579,Techment Technology Private Ltd,1,
6580,Technical Resolutions Corporation,1,
6581,Technical University Kaiserslautern,1,
6582,Technical University of Lodz,1,
6583,Technical Ventures LLC,1,
6584,Technology Advisors,1,
6585,Technology Affinity Group (TAG),1,
6586,Technology Control Company LTD,1,
6587,Technology Resource Group Inc.,1,
6588,Technology Services Industry Association (TSIA),1,
6589,"Technology Solutions Experts, Inc.",1,
6590,Technology Ventures Corporation (TVC),1,
6591,Technology and Automotive Industry,1,
6592,Techsol Corporation,1,
6593,Techstone Technology Partners-Oracle Partner,1,
6594,Tecnologia de Gestion y Comunicación SA de CV,1,
6595,TekLink International Inc,1,
6596,Teknokrasi Ajans,1,
6597,Teknpro Consulting,1,
6598,Tekstilpromet Inc,1,
6599,Tel Aviv University,1,
6600,Telconsur Ltda.,1,
6601,TeleCard Limited,1,
6602,TeleSign,1,
6603,TeleTech,1,
6604,Telecommunication Company,1,
6605,Telecomunication Company,1,
6606,Telefónica,1,
6607,Telefónica Slovensko,1,
6608,Telekom Romania,1,
6609,Telemedicine Technologies,1,
6610,Telenor,1,
6611,Telenor Magyarország,1,
6612,Teleperformance,1,
6613,Telespecialists,1,
6614,Telestratum Networks,1,
6615,TeliaSonera,1,
6616,Telmate,1,
6617,Telos Corp,1,
6618,Telstra Corporation,1,
6619,Telus Mobility,1,
6620,Temme English Estate Agent,1,
6621,Tenet Partners,1,
6622,"Tenxor Technology, Inc.",1,
6623,Tenzing Ltd,1,
6624,Teops Coporation,1,
6625,Teracrunch,1,
6626,Teradata Applications,1,
6627,Terex Corporation,1,
6628,Terminix,1,
6629,"TerraPower, LLC",1,
6630,Terrapinn,1,
6631,Tertiary Education Commission,1,
6632,Tesco HSC,1,
6633,Tesco Stores Ltd,1,
6634,Tesoro,1,
6635,Texas A&M University at Qatar,1,
6636,Texas Instruments,1,
6637,Texas State University,1,
6638,Texas Tech University Health Sciences Center School of Nursing,1,
6639,Textron Aviation,1,
6640,Thales,1,
6641,"Thane Direct Marketing, Inc.",1,
6642,Thapar University Alumni Association,1,
6643,The (ART+DATA) Institute,1,
6644,The Adkins Group,1,
6645,The Advanced Group,1,
6646,The Advisory Board Company,1,
6647,The Aerospace Corporation,1,
6648,The Akshaya Patra Foundation,1,
6649,The Allen and Allen Group Limited,1,
6650,The Alpha Interface,1,
6651,The Ambulatory M&A Advisor,1,
6652,The Analytica,1,
6653,The AnyLogic Company,1,
6654,The Automobile Association,1,
6655,The BOSS Group,1,
6656,The Big Data CIO,1,
6657,The Birchman Group,1,
6658,The Bivium Group,1,
6659,The Botbusters,1,
6660,The Breaker Investment Inc,1,
6661,The British Library,1,
6662,"The Brixton Group, Inc.",1,
6663,The CEO Magazine & Institute,1,
6664,The Children's Hospital of Philadelphia,1,
6665,The Cincinnati Insurance Companies,1,
6666,The City of Calgary,1,
6667,The Climate Corporation,1,
6668,The Cobalt Group,1,
6669,"The Cobalt Group, Inc",1,
6670,The Coca-Cola Company,1,
6671,"The Constant Search, Inc.",1,
6672,The Content Group,1,
6673,The Conversation Company,1,
6674,The Council of Ministers Presidency (PCM)-Office of E-Government & IT,1,
6675,The Creative Group,1,
6676,The DEI Group,1,
6677,The Data Guild,1,
6678,The Data Mining Group,1,
6679,The Datamyne Inc.,1,
6680,The Datarati Limited,1,
6681,The Depository Trust & Clearing Corporation,1,
6682,The Digital Traffic Group,1,
6683,The Encima Group,1,
6684,"The Entrepreneurship Cell, IIT Bombay",1,
6685,"The Ersus Group, LLC",1,
6686,The Euro Group,1,
6687,The Fifth Watches,1,
6688,The Founder Institute,1,
6689,The Frame Group,1,
6690,The Friday Institute for Educational Innovation,1,
6691,The Garms Group,1,
6692,The Global Media Marketing Network,1,
6693,The Golden Gate Relay,1,
